26
0;7;0;0;0;0;0;9;0;0;2;0;0;0;0;0;15;9;0;14;0;13;0;14;0;0
7;0;0;5;0;0;0;0;19;0;9;0;16;0;5;0;17;0;16;0;0;4;0;0;10;8
0;0;0;0;0;0;8;0;3;17;0;9;0;0;9;0;16;12;0;0;12;3;13;0;0;0
0;5;0;0;16;0;0;3;0;0;0;0;5;0;0;0;18;14;18;0;6;0;0;0;18;3
0;0;0;16;0;0;0;0;2;2;14;0;0;0;0;16;0;0;13;11;5;0;0;0;17;0
0;0;0;0;0;0;0;3;0;0;9;19;0;0;0;0;0;6;0;15;0;8;18;0;18;5
0;0;8;0;0;0;0;8;0;0;13;0;18;15;5;0;6;1;0;3;4;16;0;0;0;0
9;0;0;3;0;3;8;0;5;14;14;0;3;3;0;0;0;12;5;0;0;0;0;11;0;8
0;19;3;0;2;0;0;5;0;0;5;0;0;0;0;0;0;6;0;0;5;0;0;0;0;0
0;0;17;0;2;0;0;14;0;0;0;0;1;0;13;3;0;0;8;0;0;0;19;0;0;0
2;9;0;0;14;9;13;14;5;0;0;0;0;17;0;15;0;5;19;0;2;16;0;0;0;0
0;0;9;0;0;19;0;0;0;0;0;0;9;17;0;0;0;0;0;15;2;0;10;0;0;19
0;16;0;5;0;0;18;3;0;1;0;9;0;5;11;0;7;17;0;0;19;0;0;6;0;15
0;0;0;0;0;0;15;3;0;0;17;17;5;0;14;0;0;0;0;5;11;12;0;6;9;0
0;5;9;0;0;0;5;0;0;13;0;0;11;14;0;19;0;0;6;3;0;0;6;15;0;0
0;0;0;0;16;0;0;0;0;3;15;0;0;0;19;0;0;8;18;0;0;5;16;0;0;10
15;17;16;18;0;0;6;0;0;0;0;0;7;0;0;0;0;0;0;5;9;18;0;12;0;0
9;0;12;14;0;6;1;12;6;0;5;0;17;0;0;8;0;0;0;0;0;0;12;16;12;3
0;16;0;18;13;0;0;5;0;8;19;0;0;0;6;18;0;0;0;0;0;18;10;10;0;0
14;0;0;0;11;15;3;0;0;0;0;15;0;5;3;0;5;0;0;0;5;0;7;3;14;0
0;0;12;6;5;0;4;0;5;0;2;2;19;11;0;0;9;0;0;5;0;0;4;17;0;18
13;4;3;0;0;8;16;0;0;0;16;0;0;12;0;5;18;0;18;0;0;0;0;7;0;1
0;0;13;0;0;18;0;0;0;19;0;10;0;0;6;16;0;12;10;7;4;0;0;0;4;0
14;0;0;0;0;0;0;11;0;0;0;0;6;6;15;0;12;16;10;3;17;7;0;0;5;0
0;10;0;18;17;18;0;0;0;0;0;0;0;9;0;0;0;12;0;14;0;0;4;5;0;0
0;8;0;3;0;5;0;8;0;0;0;19;15;0;0;10;0;3;0;0;18;1;0;0;0;0
