201
0;0;0;1;15;0;0;17;8;0;0;0;0;0;0;0;18;3;0;0;15;0;3;0;0;0;4;13;2;0;0;0;18;19;5;12;0;0;18;4;7;0;0;0;4;0;18;0;5;5;13;0;1;2;0;0;5;0;0;13;0;12;0;0;16;16;0;0;0;0;9;0;0;0;0;0;2;19;0;13;0;17;0;0;12;0;10;3;0;0;0;0;6;0;0;0;0;11;0;0;4;5;19;0;14;0;0;16;0;0;0;0;12;0;4;16;0;0;0;8;2;0;0;0;0;0;9;0;0;6;0;0;0;0;0;0;4;0;0;10;14;17;16;0;0;0;0;12;8;0;0;0;17;0;19;14;16;0;0;0;15;0;0;0;0;0;15;0;0;0;0;0;0;0;0;1;0;16;0;14;0;0;0;0;0;10;0;18;0;0;12;19;0;0;16;0;15;0;0;0;10
0;0;13;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14;0;0;0;0;9;0;0;0;0;6;4;7;0;0;0;0;0;1;0;0;0;4;2;0;9;0;0;16;5;0;18;0;0;16;0;0;11;0;0;17;6;3;9;18;0;9;5;7;8;19;0;11;5;13;0;9;0;0;0;0;12;11;0;4;1;0;0;0;0;13;0;14;0;12;6;0;0;0;14;0;10;0;17;0;6;0;17;0;13;5;0;19;0;0;15;0;10;13;0;0;0;11;0;7;0;0;0;14;0;15;12;0;0;0;0;0;0;12;0;9;18;0;0;0;0;0;0;15;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;2;0;0;7;8;10;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;2;0;18;0
0;13;0;15;0;0;14;17;3;0;0;6;0;0;0;17;13;8;15;3;0;12;4;13;0;9;0;5;0;0;0;0;5;3;16;11;0;15;0;17;7;0;0;8;0;19;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;6;0;0;0;15;0;0;10;0;1;0;0;0;1;0;3;0;0;12;19;0;6;0;0;0;5;5;0;9;14;1;18;0;16;7;18;0;16;10;0;19;6;0;18;0;16;0;0;0;17;4;0;0;0;0;2;0;0;0;5;10;0;0;0;6;0;0;18;6;19;1;0;0;0;0;0;0;1;15;16;0;0;19;10;0;13;16;0;0;0;0;0;0;0;18;0;0;10;0;0;10;0;5;0;0;0;15;0;0;0;0;0;0;0;18;6;17;0;0;10;0;16;0;0;0;0;12;0;16;3;0;0;15;0;14
1;0;15;0;16;0;0;0;2;0;0;0;0;7;0;0;0;9;0;0;0;1;0;14;0;0;0;0;0;0;0;0;0;8;0;19;0;13;0;10;14;6;0;0;16;1;0;0;0;0;0;18;0;3;0;0;17;6;12;0;0;16;0;5;10;3;11;0;16;0;0;10;0;15;8;0;6;0;0;16;1;0;0;0;0;0;0;16;0;10;10;0;18;5;12;0;0;2;0;0;0;0;7;0;15;0;17;0;0;6;3;0;9;1;9;0;0;17;0;16;8;0;0;1;0;9;0;2;16;0;16;0;5;5;0;0;0;12;0;9;18;0;12;0;11;14;0;18;2;0;1;2;0;6;0;0;0;0;17;12;0;2;0;5;14;0;0;7;0;0;11;0;0;18;0;0;0;14;0;16;3;0;0;9;0;12;17;0;0;5;19;0;10;2;0;10;12;11;0;0;0
15;0;0;16;0;18;9;0;13;17;0;6;0;2;0;0;0;9;0;10;0;0;0;0;0;2;0;10;0;6;14;11;4;0;0;12;19;0;0;0;0;0;0;0;17;0;0;13;0;15;18;17;0;0;1;0;0;9;0;0;4;18;0;15;0;2;0;0;10;0;6;0;0;0;16;12;12;0;16;0;0;10;19;0;0;0;12;0;2;13;0;0;0;0;17;12;4;9;0;0;12;0;0;0;4;0;0;0;0;0;0;0;10;0;5;6;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;19;0;2;0;18;0;0;0;0;16;0;0;10;18;0;6;8;2;0;4;0;6;6;0;0;0;10;11;0;0;0;0;0;17;2;0;0;19;0;0;0;0;0;12;0;16;0;0;0;0;9;4;0;18;1;0;3;0;14;12;15;13;0;0;0;0
0;0;0;0;18;0;5;19;0;0;0;4;10;6;18;17;0;0;7;0;0;0;8;5;0;0;0;0;0;0;0;0;6;0;3;9;2;16;16;0;2;17;0;0;0;0;0;0;0;3;12;0;9;0;12;15;15;13;0;13;0;11;0;0;5;0;0;0;0;0;0;0;0;0;10;0;0;0;8;0;0;11;0;0;5;0;0;13;0;11;0;0;0;0;0;0;5;0;13;0;0;0;0;0;0;0;5;0;18;1;5;16;0;3;1;16;15;0;0;0;0;0;5;12;18;0;0;0;0;0;0;0;0;9;12;0;0;0;0;3;0;15;0;8;0;0;0;8;11;0;0;0;0;0;2;2;16;0;0;0;0;0;17;0;16;0;17;0;0;0;0;0;5;0;15;14;6;4;0;4;0;0;2;0;11;0;0;0;0;6;0;0;0;4;15;0;0;18;0;0;0
0;0;14;0;9;5;0;3;12;0;0;0;0;8;13;12;0;2;0;15;0;17;8;0;0;0;5;0;0;0;0;0;3;0;14;13;0;15;0;9;10;0;0;0;7;0;14;18;3;0;0;0;0;17;13;0;5;14;0;0;0;0;0;8;13;0;0;16;0;9;2;19;8;0;6;0;0;0;0;0;4;15;16;0;0;14;0;0;0;0;0;3;0;0;0;0;0;0;13;7;0;0;0;0;0;0;15;14;0;0;0;0;12;0;0;0;18;0;0;1;15;0;11;15;8;0;9;0;0;5;0;0;0;1;14;0;0;0;0;9;0;0;0;9;0;0;0;5;2;0;0;18;0;0;0;0;9;0;0;0;0;0;0;6;0;0;12;0;0;0;0;5;13;15;0;0;0;0;2;0;17;0;0;8;3;12;9;3;0;8;0;6;0;0;0;2;0;0;0;5;5
17;0;17;0;0;19;3;0;0;0;3;14;19;0;9;2;7;5;0;8;0;0;0;3;17;9;0;14;0;0;0;12;9;2;10;0;16;0;3;1;7;0;9;0;6;3;2;4;0;17;6;0;1;0;3;0;0;0;0;0;7;12;7;0;17;0;6;0;0;0;0;1;18;5;0;0;0;13;0;0;0;2;0;0;0;0;0;10;15;16;0;0;2;0;3;0;0;0;0;0;10;0;15;14;12;0;0;0;8;0;0;0;1;15;0;0;0;0;0;0;6;0;0;17;0;0;8;19;0;3;2;0;0;0;0;16;9;0;0;0;13;0;0;0;0;18;0;0;0;13;4;0;1;15;0;0;2;6;0;3;10;15;0;16;0;12;15;3;0;5;0;0;0;1;0;0;15;3;0;17;0;17;0;4;0;7;15;7;0;0;19;0;0;0;0;0;3;16;0;18;0
8;0;3;2;13;0;12;0;0;10;0;0;16;0;0;14;0;13;0;14;0;0;9;0;0;0;16;0;0;0;18;0;0;0;11;11;0;0;0;0;5;3;10;14;0;3;17;0;1;5;0;16;0;0;0;15;0;0;0;0;2;0;3;16;0;0;8;0;3;0;17;0;0;0;0;0;0;0;1;0;0;10;0;2;15;12;2;4;0;12;0;0;10;5;0;0;4;0;18;0;0;17;17;0;10;14;2;0;0;0;19;0;0;10;0;2;0;11;0;13;6;2;2;0;0;0;4;18;0;0;0;16;15;0;0;0;1;2;7;19;0;0;0;16;0;17;0;4;0;0;18;14;0;11;5;0;15;17;0;14;0;16;2;0;0;0;9;0;0;0;19;0;14;3;0;7;0;0;0;5;18;0;11;16;0;0;0;0;0;0;0;0;17;0;12;0;14;0;0;15;2
0;0;0;0;17;0;0;0;10;0;0;11;0;5;0;0;0;15;0;4;7;17;13;0;15;0;0;0;0;0;12;6;0;16;0;0;0;0;2;3;5;0;1;12;0;0;0;0;6;0;0;0;9;13;0;13;0;8;0;0;0;2;0;0;4;16;18;0;0;0;0;10;0;0;19;17;0;18;19;0;0;5;0;0;0;0;0;1;14;0;6;0;0;13;14;0;3;5;0;0;14;0;0;0;10;13;7;10;0;0;0;0;0;0;14;0;0;11;3;0;0;0;15;0;0;2;15;0;16;0;2;0;0;15;0;0;0;19;0;2;19;0;0;0;0;4;0;15;11;6;0;0;0;3;0;0;3;0;0;0;0;4;0;0;0;13;8;11;0;0;0;3;9;15;12;10;8;0;0;0;0;0;0;4;12;1;13;0;13;17;0;0;0;0;0;0;5;0;9;19;19
0;0;0;0;0;0;0;3;0;0;0;8;0;0;17;0;12;5;17;0;0;0;0;11;0;9;0;15;0;0;0;3;0;0;0;18;17;14;11;0;7;0;0;0;0;1;10;0;0;4;5;0;0;0;5;12;0;1;0;1;0;19;0;18;19;0;11;0;0;4;16;0;5;15;0;16;0;0;13;0;0;0;0;0;0;0;2;0;3;0;4;0;0;0;0;0;0;4;0;0;0;11;0;14;0;0;0;17;0;0;0;0;1;0;1;0;0;2;0;9;14;2;10;0;10;0;9;0;0;4;0;0;18;0;0;5;0;16;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;6;0;12;0;0;0;0;0;0;0;0;0;14;13;0;11;0;7;15;0;7;17;0;0;0;1;0;0;0;0;4;0;0;0;0;12;0;3;0;0;11;0;1;19;9;16;18;0
0;0;6;0;6;4;0;14;0;11;8;0;19;0;0;0;0;0;4;0;4;19;0;1;7;11;0;0;0;11;0;14;0;15;16;0;0;0;3;0;3;0;0;0;4;0;8;0;0;2;18;0;10;0;0;1;0;0;16;17;15;16;0;0;14;0;0;0;4;0;0;0;14;9;18;12;0;11;0;17;7;11;0;5;0;16;19;0;15;19;0;0;12;1;7;0;0;4;12;0;0;0;0;0;0;0;17;10;0;0;0;10;0;0;8;8;0;3;0;0;2;2;0;0;0;0;17;15;0;0;11;4;0;17;0;9;0;0;18;15;0;0;19;0;16;0;0;4;0;0;3;16;0;10;0;1;10;14;0;19;0;1;5;3;15;0;0;0;13;19;0;0;0;0;12;0;0;0;1;12;14;0;0;0;0;0;0;0;0;0;19;5;0;0;0;0;3;0;5;0;3
0;0;0;0;0;10;0;19;16;0;0;19;0;17;0;10;19;7;6;0;0;14;0;1;0;9;5;0;9;1;3;0;0;0;0;0;6;19;8;0;0;18;0;3;10;0;0;0;5;0;0;3;0;3;0;0;0;0;0;11;17;14;0;3;0;12;14;6;0;0;0;18;4;0;0;0;0;0;13;0;0;17;0;4;0;0;0;0;0;5;0;0;7;6;0;0;0;11;12;0;2;18;0;6;0;0;0;8;0;0;3;18;10;0;0;0;7;0;0;0;3;0;9;15;0;0;0;0;0;0;7;0;0;0;0;0;7;0;14;0;0;4;0;0;0;0;0;0;0;11;0;1;0;0;13;2;15;18;1;0;0;14;0;0;0;1;0;0;12;2;6;0;0;3;0;2;5;0;0;0;0;0;0;0;0;6;6;13;3;0;0;0;0;0;0;0;0;0;0;12;0
