101
0;1;0;0;15;0;0;17;0;12;7;0;2;15;0;0;0;2;10;6;0;16;0;0;14;15;14;0;0;0;0;0;8;0;13;7;0;6;18;0;14;0;9;0;0;6;0;7;14;16;0;3;7;0;9;12;15;15;3;4;17;15;11;10;6;15;0;4;0;0;0;15;0;7;3;4;0;0;12;4;0;0;6;10;0;2;11;0;4;0;18;0;0;16;18;11;0;0;17;16;17
1;0;7;0;6;13;0;0;12;0;15;0;13;7;0;2;4;0;11;5;16;0;0;16;0;15;12;0;15;0;0;16;0;0;9;9;14;0;17;0;0;0;18;0;0;1;17;7;1;18;0;0;3;0;0;6;0;14;9;9;6;0;12;9;18;14;0;0;16;0;6;8;0;0;16;1;13;2;16;6;0;0;7;15;3;0;14;1;5;14;0;0;0;11;11;16;0;0;17;15;0
0;7;0;1;16;0;1;16;16;10;9;0;0;2;18;8;6;13;12;16;3;0;7;6;8;2;8;12;0;17;3;0;0;0;11;0;0;9;7;10;12;0;0;12;0;14;0;1;14;16;16;0;0;13;5;5;18;15;3;18;0;17;0;0;14;0;15;17;0;0;9;4;0;17;0;13;0;17;9;16;18;0;19;9;6;19;16;4;0;0;0;0;0;0;18;0;13;4;0;11;0
0;0;1;0;10;0;1;9;0;18;10;13;0;0;12;9;17;0;16;0;0;14;19;6;0;0;0;0;0;18;0;14;0;18;0;0;6;5;5;0;9;8;0;0;17;15;15;0;15;0;7;13;3;0;0;12;2;0;0;0;14;0;0;0;6;0;16;0;11;12;11;0;0;0;0;12;0;0;9;0;2;4;0;6;0;4;16;13;5;10;0;3;2;0;1;7;0;0;13;1;19
15;6;16;10;0;0;8;0;0;0;16;0;18;17;8;0;8;0;13;11;14;0;0;15;0;4;0;0;16;13;5;5;0;0;2;4;0;1;7;0;2;15;12;3;0;0;0;7;19;0;19;10;0;0;10;6;4;9;2;19;6;13;0;0;11;1;5;0;16;2;15;19;15;8;19;8;0;15;0;14;16;0;3;0;0;17;13;4;12;8;19;3;0;17;17;0;0;0;12;0;0
0;13;0;0;0;0;11;0;12;0;0;10;0;15;2;15;13;5;0;4;0;4;7;18;0;0;0;0;19;8;0;1;14;8;8;1;0;18;0;0;0;0;0;6;14;6;5;7;12;0;0;14;0;0;14;10;15;0;9;4;7;0;10;7;3;13;0;0;0;13;12;0;6;8;19;16;0;0;0;13;0;18;4;10;10;3;13;14;19;6;10;0;11;0;0;14;11;10;17;8;0
0;0;1;1;8;11;0;15;0;0;0;11;5;18;0;0;11;0;13;0;18;0;0;0;8;8;15;14;0;0;1;0;13;0;0;3;11;1;0;10;10;8;0;0;0;0;7;6;0;10;15;0;9;0;6;1;18;7;11;18;12;15;0;9;3;0;0;1;16;6;16;19;16;16;0;9;0;4;5;0;0;4;0;0;18;16;15;2;5;8;11;0;0;0;0;19;14;0;15;0;0
17;0;16;9;0;0;15;0;5;19;0;13;10;7;19;0;11;15;0;3;1;0;12;0;7;5;0;0;8;0;18;2;8;0;0;12;2;0;11;0;10;0;0;0;3;0;0;13;0;14;0;2;10;2;2;17;19;18;13;17;0;0;0;0;0;19;19;0;0;0;0;13;0;0;12;12;0;17;16;6;9;0;14;0;0;7;12;11;0;0;0;12;0;0;3;0;13;14;0;0;5
0;12;16;0;0;12;0;5;0;0;0;4;2;19;10;0;8;0;16;0;8;0;10;12;19;0;12;1;8;10;16;2;1;4;0;0;11;12;14;0;0;19;18;6;16;15;0;12;16;13;6;0;14;0;15;0;11;0;9;11;5;0;0;14;3;11;3;1;0;0;10;0;0;0;0;0;0;14;0;0;1;17;0;17;16;0;17;0;0;11;9;0;4;5;5;6;18;2;13;12;14
12;0;10;18;0;0;0;19;0;0;12;0;9;10;0;0;2;19;4;9;6;0;0;0;0;1;0;12;5;10;1;16;18;14;18;5;4;0;17;19;1;9;17;19;5;7;0;19;0;3;3;6;0;15;5;6;0;11;11;15;12;0;0;19;0;0;0;0;1;4;0;0;3;7;10;16;6;5;8;12;0;0;0;0;5;0;0;2;19;0;8;4;2;5;15;0;7;8;0;0;4
7;15;9;10;16;0;0;0;0;12;0;8;14;5;0;9;0;9;12;2;0;12;0;0;0;2;0;3;6;14;19;13;2;9;6;0;14;18;10;0;0;0;0;0;1;18;0;7;19;16;0;12;12;0;0;16;10;0;0;0;0;19;18;11;7;10;0;0;0;2;9;19;0;14;15;0;0;12;17;0;0;0;10;10;18;0;0;16;8;0;7;9;0;0;0;7;0;0;7;0;11
0;0;0;13;0;10;11;13;4;0;8;0;12;17;5;16;6;0;0;0;0;0;14;14;11;0;11;5;14;10;12;13;13;3;19;0;12;0;0;3;19;1;16;4;6;0;11;0;15;0;0;13;3;1;0;11;0;0;1;0;14;0;0;0;8;0;0;0;0;11;5;0;0;11;3;13;0;17;0;9;0;0;19;11;0;2;18;0;14;0;0;17;18;15;0;0;0;0;0;8;7
2;13;0;0;18;0;5;10;2;9;14;12;0;0;10;3;0;0;0;1;0;12;0;0;7;3;0;0;0;8;7;0;0;0;0;9;13;16;9;2;9;0;0;10;17;19;0;0;0;19;0;4;0;0;0;0;7;5;4;7;6;0;0;0;3;13;0;17;7;2;9;4;0;0;17;2;17;0;0;11;0;5;12;2;0;19;0;17;18;0;0;0;12;3;14;0;1;11;9;0;0
15;7;2;0;17;15;18;7;19;10;5;17;0;0;5;3;7;0;11;16;15;0;12;0;5;0;4;5;15;0;0;7;11;0;0;0;0;7;11;19;19;10;0;15;10;0;0;0;10;7;19;10;12;0;10;0;13;7;0;12;4;11;16;0;0;2;9;19;14;7;1;7;8;6;0;0;17;13;0;17;1;15;8;0;9;4;0;0;0;0;13;4;4;3;9;12;2;17;0;0;0
0;0;18;12;8;2;0;19;10;0;0;5;10;5;0;0;3;6;2;2;17;0;0;0;0;5;0;2;0;15;3;0;0;17;0;0;0;14;6;1;15;19;0;0;3;0;11;0;7;4;8;7;0;9;17;0;15;0;0;19;18;15;15;14;3;10;0;0;10;0;0;8;1;3;13;11;4;0;3;4;11;0;8;5;0;0;14;5;1;0;6;7;9;0;4;0;0;4;5;0;0
0;2;8;9;0;15;0;0;0;0;9;16;3;3;0;0;1;0;0;3;14;6;11;8;14;18;7;6;12;2;16;0;0;0;12;0;0;0;0;0;14;1;18;15;18;0;13;0;0;0;0;0;16;18;16;6;14;5;1;0;4;0;5;11;0;19;6;0;16;0;6;14;0;0;0;9;0;12;0;5;0;0;11;0;0;15;6;8;9;6;11;0;10;0;0;15;0;0;18;8;15
0;4;6;17;8;13;11;11;8;2;0;6;0;7;3;1;0;13;9;12;0;0;7;0;0;0;5;1;16;0;11;9;7;8;2;8;18;16;18;10;0;15;2;13;10;17;0;0;18;16;8;19;15;13;0;0;4;0;0;17;12;0;4;0;0;0;15;1;0;8;15;9;6;0;0;0;0;7;8;1;13;0;12;14;17;0;16;3;9;18;0;8;6;13;0;18;0;8;2;1;8
2;0;13;0;0;5;0;15;0;19;9;0;0;0;6;0;13;0;8;15;0;2;0;0;0;14;0;0;19;12;5;17;0;0;19;0;0;0;15;18;0;0;13;14;4;8;14;9;0;0;10;1;2;0;2;0;0;0;17;2;2;9;14;0;7;15;12;4;0;0;0;14;0;0;12;9;6;0;5;14;0;10;0;8;0;19;0;0;0;9;13;0;0;1;0;0;18;0;0;0;8
10;11;12;16;13;0;13;0;16;4;12;0;0;11;2;0;9;8;0;3;0;9;7;0;7;7;2;16;0;10;10;0;18;0;1;0;7;13;0;18;0;14;0;0;14;15;9;0;9;0;14;0;3;0;13;0;0;0;4;1;0;0;9;14;16;0;13;2;3;0;16;2;5;0;0;0;0;19;0;0;4;0;0;9;0;0;19;0;0;8;5;14;10;8;10;9;1;9;0;10;12
6;5;16;0;11;4;0;3;0;9;2;0;1;16;2;3;12;15;3;0;12;13;0;4;13;17;6;0;18;0;16;5;1;3;4;0;0;2;2;15;0;1;16;0;1;4;4;4;5;0;4;14;0;9;0;13;5;11;17;5;0;13;6;0;12;0;4;0;17;0;4;0;4;0;3;0;0;5;16;8;11;5;9;3;17;6;0;14;0;1;11;0;16;5;19;4;0;13;5;7;0
0;16;3;0;14;0;18;1;8;6;0;0;0;15;17;14;0;0;0;12;0;9;10;0;1;16;0;0;0;12;18;15;17;1;6;11;14;17;0;3;10;11;10;6;13;11;3;18;0;19;12;0;11;0;0;0;0;2;0;0;0;2;0;8;0;0;0;9;14;1;4;15;0;8;0;11;13;0;0;1;0;0;14;9;0;0;0;1;9;9;5;11;1;0;0;16;0;0;4;8;0
16;0;0;14;0;4;0;0;0;0;12;0;12;0;0;6;0;2;9;13;9;0;13;11;17;0;4;0;14;0;0;10;0;11;0;0;8;15;0;1;0;19;14;12;0;0;10;2;0;9;8;16;18;12;10;18;15;16;0;0;0;2;1;0;0;0;0;0;0;0;15;0;9;9;0;1;18;12;19;3;7;10;0;17;0;1;10;3;15;6;0;13;0;0;16;8;10;17;13;2;17
