51
0;6;11;3;13;16;5;9;14;17;11;14;17;8;7;18;19;10;11;1;2;2;8;7;11;4;5;9;3;8;12;17;17;7;9;1;4;3;1;4;14;9;18;15;13;19;1;2;8;11;17
6;0;2;13;11;8;18;12;17;1;12;18;10;1;15;19;8;14;3;14;14;14;17;9;17;17;7;13;14;11;10;6;18;8;8;2;17;16;1;18;14;14;7;15;13;19;5;19;2;16;9
11;2;0;11;16;19;1;14;9;7;1;7;13;19;10;2;19;3;8;16;1;1;17;2;8;13;12;7;15;14;12;7;8;3;16;19;15;3;16;17;16;16;16;10;10;8;13;14;13;2;7
3;13;11;0;11;5;4;2;14;19;19;8;10;13;18;11;13;11;5;5;15;9;1;5;5;16;2;17;18;3;7;17;9;5;9;17;7;2;6;2;19;4;6;18;15;6;13;1;9;3;4
13;11;16;11;0;4;18;19;10;19;8;6;7;19;11;6;4;10;8;6;1;18;5;6;5;6;6;16;1;1;18;19;19;19;12;17;10;1;14;5;11;2;7;14;8;12;14;2;18;4;9
16;8;19;5;4;0;1;9;16;11;13;8;10;18;14;6;17;4;16;5;11;6;15;7;2;18;7;16;17;5;17;17;16;11;2;12;1;10;3;6;6;8;15;8;5;7;19;7;16;2;2
5;18;1;4;18;1;0;12;9;19;2;3;17;10;10;13;11;4;2;19;9;13;7;5;7;11;11;3;5;14;10;4;16;6;8;10;7;3;15;8;12;15;14;1;9;2;1;14;12;2;18
9;12;14;2;19;9;12;0;2;19;4;3;6;9;6;9;12;19;5;17;13;18;17;14;8;3;9;8;11;16;3;8;14;2;9;7;15;9;9;2;15;13;7;2;8;18;6;18;5;19;19
14;17;9;14;10;16;9;2;0;18;18;5;13;19;13;5;12;2;1;10;5;19;14;19;2;2;16;16;6;2;11;9;14;13;7;11;11;7;3;11;6;5;15;18;7;14;4;10;18;14;14
17;1;7;19;19;11;19;19;18;0;11;18;1;17;14;8;16;14;13;6;10;6;13;5;15;15;18;6;10;16;18;5;9;18;13;18;13;10;18;7;9;12;4;2;9;8;4;10;7;2;5
11;12;1;19;8;13;2;4;18;11;0;15;5;10;19;11;12;8;11;7;7;12;1;3;8;2;15;10;17;1;15;4;16;15;14;10;16;15;14;3;1;5;18;9;16;11;8;2;10;2;16
14;18;7;8;6;8;3;3;5;18;15;0;2;5;6;7;6;1;11;13;14;9;1;9;4;19;9;1;1;5;6;18;15;4;9;18;15;10;14;7;7;10;9;1;13;2;3;1;1;6;18
17;10;13;10;7;10;17;6;13;1;5;2;0;14;17;18;8;7;7;8;14;3;4;1;11;16;12;3;7;8;5;2;18;17;3;7;2;18;5;19;15;9;12;12;9;14;18;1;9;9;8
