26
0;19;0;6;0;0;10;8;0;0;0;0;0;0;0;8;0;18;0;10;11;0;10;10;5;8
19;0;4;0;0;1;16;17;0;10;7;19;0;0;15;0;0;14;0;15;0;19;0;16;0;18
0;4;0;13;0;0;0;17;0;0;0;15;1;0;0;0;19;0;0;9;12;0;17;11;19;0
6;0;13;0;0;0;0;15;4;0;0;0;14;0;10;18;19;0;0;6;0;6;0;0;0;1
0;0;0;0;0;0;0;5;12;12;0;0;13;5;0;3;18;0;0;18;14;0;1;0;0;10
0;1;0;0;0;0;0;0;14;0;8;0;4;0;0;0;0;0;11;0;0;0;16;0;14;0
10;16;0;0;0;0;0;0;0;7;0;0;0;0;0;0;4;0;9;0;0;0;0;12;0;0
8;17;17;15;5;0;0;0;0;0;0;0;6;8;0;0;10;0;0;1;0;0;0;0;0;0
0;0;0;4;12;14;0;0;0;0;0;6;0;19;0;0;0;0;0;9;0;0;0;8;0;19
0;10;0;0;12;0;7;0;0;0;0;7;1;0;3;8;13;0;7;0;0;6;0;0;0;13
0;7;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8;18;13;1;0;1
0;19;15;0;0;0;0;0;6;7;0;0;0;11;3;15;5;0;0;6;0;14;0;0;0;10
0;0;1;14;13;4;0;6;0;1;0;0;0;0;15;0;0;5;4;8;7;0;5;0;17;1
0;0;0;0;5;0;0;8;19;0;0;11;0;0;0;0;0;17;0;11;0;0;0;9;17;3
0;15;0;10;0;0;0;0;0;3;0;3;15;0;0;0;0;0;0;14;10;17;3;10;0;0
8;0;0;18;3;0;0;0;0;8;0;15;0;0;0;0;0;0;10;17;4;0;0;4;3;14
0;0;19;19;18;0;4;10;0;13;0;5;0;0;0;0;0;19;10;12;0;0;17;0;0;0
18;14;0;0;0;0;0;0;0;0;0;0;5;17;0;0;19;0;16;0;0;6;18;0;0;1
0;0;0;0;0;11;9;0;0;7;0;0;4;0;0;10;10;16;0;0;0;0;0;0;0;0
10;15;9;6;18;0;0;1;9;0;15;6;8;11;14;17;12;0;0;0;0;3;12;0;12;3
11;0;12;0;14;0;0;0;0;0;8;0;7;0;10;4;0;0;0;0;0;14;0;0;11;0
0;19;0;6;0;0;0;0;0;6;18;14;0;0;17;0;0;6;0;3;14;0;19;0;5;0
10;0;17;0;1;16;0;0;0;0;13;0;5;0;3;0;17;18;0;12;0;19;0;17;0;5
10;16;11;0;0;0;12;0;8;0;1;0;0;9;10;4;0;0;0;0;0;0;17;0;0;2
5;0;19;0;0;14;0;0;0;0;0;0;17;17;0;3;0;0;0;12;11;5;0;0;0;0
8;18;0;1;10;0;0;0;19;13;1;10;1;3;0;14;0;1;0;3;0;0;5;2;0;0
