26
0;0;17;0;0;0;0;0;1;0;19;6;3;0;0;0;0;12;7;0;0;4;9;7;13;0
0;0;5;0;16;0;0;5;0;3;6;17;12;0;0;0;4;15;0;0;0;0;2;0;0;6
17;5;0;16;0;0;19;0;0;7;14;0;0;9;10;0;0;0;17;9;0;11;0;4;0;0
0;0;16;0;0;0;1;15;0;6;18;8;0;0;0;1;0;0;0;8;0;15;10;11;0;13
0;16;0;0;0;0;16;0;0;0;0;0;0;3;0;18;9;0;16;0;0;8;3;0;3;1
0;0;0;0;0;0;9;0;19;0;2;5;0;0;0;0;0;0;0;0;0;15;17;0;0;13
0;0;19;1;16;9;0;0;0;19;1;9;14;0;0;19;7;0;0;0;0;7;2;0;0;6
0;5;0;15;0;0;0;0;3;4;2;4;12;13;16;0;0;9;1;0;15;19;0;0;0;3
1;0;0;0;0;19;0;3;0;0;0;0;10;17;0;0;0;0;11;18;0;0;13;0;7;0
0;3;7;6;0;0;19;4;0;0;0;0;0;0;0;0;0;4;6;6;0;17;19;16;0;0
19;6;14;18;0;2;1;2;0;0;0;1;1;0;0;12;0;0;19;0;0;0;0;0;17;0
6;17;0;8;0;5;9;4;0;0;1;0;0;0;9;19;0;5;8;0;0;0;4;0;0;13
3;12;0;0;0;0;14;12;10;0;1;0;0;0;0;7;0;0;19;0;12;14;0;0;13;0
0;0;9;0;3;0;0;13;17;0;0;0;0;0;0;0;1;4;19;0;5;0;0;0;6;16
0;0;10;0;0;0;0;16;0;0;0;9;0;0;0;0;0;17;14;0;12;0;19;0;1;0
0;0;0;1;18;0;19;0;0;0;12;19;7;0;0;0;0;0;0;0;0;9;0;0;7;0
0;4;0;0;9;0;7;0;0;0;0;0;0;1;0;0;0;17;0;14;0;0;7;0;11;0
12;15;0;0;0;0;0;9;0;4;0;5;0;4;17;0;17;0;0;0;0;8;14;17;0;0
7;0;17;0;16;0;0;1;11;6;19;8;19;19;14;0;0;0;0;0;0;0;7;0;7;0
0;0;9;8;0;0;0;0;18;6;0;0;0;0;0;0;14;0;0;0;0;19;0;16;0;9
0;0;0;0;0;0;0;15;0;0;0;0;12;5;12;0;0;0;0;0;0;10;0;0;17;0
4;0;11;15;8;15;7;19;0;17;0;0;14;0;0;9;0;8;0;19;10;0;0;0;19;0
9;2;0;10;3;17;2;0;13;19;0;4;0;0;19;0;7;14;7;0;0;0;0;0;0;6
7;0;4;11;0;0;0;0;0;16;0;0;0;0;0;0;0;17;0;16;0;0;0;0;0;16
13;0;0;0;3;0;0;0;7;0;17;0;13;6;1;7;11;0;7;0;17;19;0;0;0;0
0;6;0;13;1;13;6;3;0;0;0;13;0;16;0;0;0;0;0;9;0;0;6;16;0;0
