26
0;0;14;0;15;0;0;0;2;11;18;0;0;3;0;10;2;0;14;0;0;6;18;0;0;0
0;0;11;0;13;8;0;0;0;0;0;14;0;18;0;17;9;5;0;0;8;17;0;0;0;5
14;11;0;2;0;0;9;10;0;0;0;17;0;0;0;17;11;0;0;0;0;0;3;0;0;0
0;0;2;0;14;0;1;0;0;10;0;0;18;0;0;4;10;6;0;0;9;12;0;0;0;0
15;13;0;14;0;2;15;0;14;0;0;0;0;11;0;0;6;0;2;0;3;19;7;19;7;8
0;8;0;0;2;0;0;8;13;0;6;17;0;0;7;8;0;0;11;14;0;5;0;15;0;4
0;0;9;1;15;0;0;0;4;7;0;7;1;3;5;0;0;0;0;18;0;0;0;6;0;7
0;0;10;0;0;8;0;0;7;0;18;0;0;1;0;0;0;0;0;0;0;0;2;0;5;0
2;0;0;0;14;13;4;7;0;6;0;0;0;0;11;0;6;13;0;9;0;5;0;0;4;15
11;0;0;10;0;0;7;0;6;0;6;0;4;0;0;0;1;0;0;0;16;0;12;0;0;0
18;0;0;0;0;6;0;18;0;6;0;0;4;0;0;0;0;0;2;0;0;0;10;17;1;0
0;14;17;0;0;17;7;0;0;0;0;0;13;0;0;0;19;0;5;0;16;0;0;17;0;14
0;0;0;18;0;0;1;0;0;4;4;13;0;0;0;0;16;0;0;19;0;7;0;0;17;13
3;18;0;0;11;0;3;1;0;0;0;0;0;0;6;18;0;0;0;15;0;0;4;0;0;9
0;0;0;0;0;7;5;0;11;0;0;0;0;6;0;0;18;0;0;6;0;0;13;0;9;0
10;17;17;4;0;8;0;0;0;0;0;0;0;18;0;0;15;0;0;0;13;0;0;1;0;0
2;9;11;10;6;0;0;0;6;1;0;19;16;0;18;15;0;0;18;15;14;0;1;13;0;1
0;5;0;6;0;0;0;0;13;0;0;0;0;0;0;0;0;0;5;12;0;2;0;0;13;17
14;0;0;0;2;11;0;0;0;0;2;5;0;0;0;0;18;5;0;7;0;0;0;9;0;0
0;0;0;0;0;14;18;0;9;0;0;0;19;15;6;0;15;12;7;0;13;0;11;0;19;0
0;8;0;9;3;0;0;0;0;16;0;16;0;0;0;13;14;0;0;13;0;0;13;0;0;2
6;17;0;12;19;5;0;0;5;0;0;0;7;0;0;0;0;2;0;0;0;0;19;0;0;0
18;0;3;0;7;0;0;2;0;12;10;0;0;4;13;0;1;0;0;11;13;19;0;0;0;12
0;0;0;0;19;15;6;0;0;0;17;17;0;0;0;1;13;0;9;0;0;0;0;0;19;0
0;0;0;0;7;0;0;5;4;0;1;0;17;0;9;0;0;13;0;19;0;0;0;19;0;5
0;5;0;0;8;4;7;0;15;0;0;14;13;9;0;0;1;17;0;0;2;0;12;0;5;0
