26
0;2;0;19;0;0;0;17;0;13;0;7;7;0;0;0;0;10;0;0;0;17;0;18;0;0
2;0;0;0;9;0;3;10;10;15;0;0;0;8;0;0;17;0;5;0;0;15;8;0;0;0
0;0;0;0;0;0;0;11;7;0;6;0;10;0;5;0;0;3;0;0;0;10;15;0;1;0
19;0;0;0;0;0;2;6;0;0;5;4;0;1;13;16;0;0;6;0;0;14;0;0;14;7
0;9;0;0;0;0;1;0;0;8;0;3;15;0;0;16;0;0;0;0;9;14;0;0;4;0
0;0;0;0;0;0;0;0;10;9;0;14;18;0;19;0;0;0;0;0;0;0;0;0;7;18
0;3;0;2;1;0;0;8;0;0;0;0;0;18;19;0;0;0;0;0;8;0;0;3;8;0
17;10;11;6;0;0;8;0;15;9;0;8;0;0;6;6;0;9;4;0;0;0;0;8;2;0
0;10;7;0;0;10;0;15;0;0;0;16;14;0;0;2;12;5;0;10;0;13;0;0;0;6
13;15;0;0;8;9;0;9;0;0;0;12;0;0;11;6;11;3;3;0;0;6;0;13;7;0
0;0;6;5;0;0;0;0;0;0;0;6;10;12;2;0;0;0;0;12;17;11;0;0;0;9
7;0;0;4;3;14;0;8;16;12;6;0;5;0;0;0;16;4;0;0;2;12;4;6;0;4
7;0;10;0;15;18;0;0;14;0;10;5;0;0;0;0;0;0;8;0;6;0;0;0;0;19
0;8;0;1;0;0;18;0;0;0;12;0;0;0;16;0;0;0;15;0;3;0;6;0;1;10
0;0;5;13;0;19;19;6;0;11;2;0;0;16;0;4;6;0;14;0;0;0;16;0;0;0
0;0;0;16;16;0;0;6;2;6;0;0;0;0;4;0;12;0;8;0;14;6;0;0;0;0
0;17;0;0;0;0;0;0;12;11;0;16;0;0;6;12;0;0;2;0;0;0;5;17;13;0
10;0;3;0;0;0;0;9;5;3;0;4;0;0;0;0;0;0;15;0;0;0;0;7;15;0
0;5;0;6;0;0;0;4;0;3;0;0;8;15;14;8;2;15;0;16;12;0;0;0;0;16
0;0;0;0;0;0;0;0;10;0;12;0;0;0;0;0;0;0;16;0;0;0;19;9;0;0
0;0;0;0;9;0;8;0;0;0;17;2;6;3;0;14;0;0;12;0;0;12;0;0;1;0
17;15;10;14;14;0;0;0;13;6;11;12;0;0;0;6;0;0;0;0;12;0;15;0;9;6
0;8;15;0;0;0;0;0;0;0;0;4;0;6;16;0;5;0;0;19;0;15;0;10;0;7
18;0;0;0;0;0;3;8;0;13;0;6;0;0;0;0;17;7;0;9;0;0;10;0;0;0
0;0;1;14;4;7;8;2;0;7;0;0;0;1;0;0;13;15;0;0;1;9;0;0;0;0
0;0;0;7;0;18;0;0;6;0;9;4;19;10;0;0;0;0;16;0;0;6;7;0;0;0
