26
0;0;0;17;0;18;10;0;0;0;0;0;0;17;16;6;0;0;0;8;10;0;0;0;9;0
0;0;17;0;0;0;0;0;7;16;0;0;0;0;8;0;3;17;0;0;0;7;17;1;9;0
0;17;0;0;0;0;10;16;0;5;0;4;5;13;0;0;0;0;0;11;0;0;0;6;0;15
17;0;0;0;0;0;0;15;0;5;0;0;19;15;3;4;0;4;0;0;0;0;0;15;0;17
0;0;0;0;0;2;0;0;12;18;15;0;0;0;15;1;0;16;7;0;0;0;5;0;0;0
18;0;0;0;2;0;4;0;8;0;19;0;1;9;17;6;2;17;0;0;8;4;0;9;0;4
10;0;10;0;0;4;0;13;2;17;0;0;0;5;0;0;18;0;14;0;0;0;4;0;14;3
0;0;16;15;0;0;13;0;11;0;10;0;2;3;0;0;6;4;9;1;3;7;0;0;0;0
0;7;0;0;12;8;2;11;0;0;0;0;1;0;17;0;0;18;13;2;9;0;6;0;11;12
0;16;5;5;18;0;17;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;12
0;0;0;0;15;19;0;10;0;0;0;0;0;0;0;16;5;5;0;0;1;0;4;9;17;0
0;0;4;0;0;0;0;0;0;0;0;0;0;17;5;0;0;18;0;0;10;18;0;0;0;0
0;0;5;19;0;1;0;2;1;0;0;0;0;0;5;12;0;15;0;0;0;0;0;0;0;4
17;0;13;15;0;9;5;3;0;0;0;17;0;0;0;0;11;0;0;0;18;0;0;0;4;0
16;8;0;3;15;17;0;0;17;8;0;5;5;0;0;0;17;8;11;17;18;17;0;17;0;7
6;0;0;4;1;6;0;0;0;0;16;0;12;0;0;0;0;0;0;18;0;12;0;11;10;0
0;3;0;0;0;2;18;6;0;8;5;0;0;11;17;0;0;4;0;0;0;0;8;2;0;16
0;17;0;4;16;17;0;4;18;0;5;18;15;0;8;0;4;0;0;0;8;0;0;0;18;8
0;0;0;0;7;0;14;9;13;0;0;0;0;0;11;0;0;0;0;0;13;0;16;0;6;0
8;0;11;0;0;0;0;1;2;0;0;0;0;0;17;18;0;0;0;0;13;0;6;0;0;5
10;0;0;0;0;8;0;3;9;0;1;10;0;18;18;0;0;8;13;13;0;0;0;0;6;0
0;7;0;0;0;4;0;7;0;0;0;18;0;0;17;12;0;0;0;0;0;0;0;0;0;0
0;17;0;0;5;0;4;0;6;0;4;0;0;0;0;0;8;0;16;6;0;0;0;0;8;0
0;1;6;15;0;9;0;0;0;0;9;0;0;0;17;11;2;0;0;0;0;0;0;0;16;0
9;9;0;0;0;0;14;0;11;0;17;0;0;4;0;10;0;18;6;0;6;0;8;16;0;14
0;0;15;17;0;4;3;0;12;12;0;0;4;0;7;0;16;8;0;5;0;0;0;0;14;0
