101
0;3;13;16;3;0;0;6;3;0;0;0;19;0;0;3;18;0;0;0;1;0;13;3;18;9;7;16;0;16;18;1;0;17;3;0;0;9;0;14;0;0;0;6;17;0;0;0;0;0;6;1;0;0;0;0;0;0;9;16;3;0;14;13;0;0;0;13;0;0;0;0;18;18;0;0;15;0;19;0;4;6;0;0;0;0;0;8;6;4;0;4;6;0;7;0;11;10;0;13;0
3;0;0;0;0;16;0;17;0;6;11;0;0;0;0;0;0;0;0;6;0;0;0;7;0;15;15;0;13;9;0;0;14;7;0;0;7;9;17;0;0;17;0;17;0;17;0;0;0;0;0;0;10;0;0;12;0;0;0;0;8;0;0;17;0;14;9;0;0;1;4;0;0;17;0;3;7;11;7;11;16;8;0;13;0;0;0;18;0;0;0;0;0;17;0;0;0;0;11;0;0
13;0;0;0;19;0;0;2;13;6;0;0;0;0;14;0;0;0;15;15;18;0;4;10;0;0;10;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;9;0;0;11;5;8;0;11;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;14;0;10;17;0;0;0;0;5;0;0;0;0;2;0;0;19;0;13;0;0;0;15;16;0;7;15;19;5;0
16;0;0;0;10;0;8;3;0;2;17;17;0;0;0;9;5;0;10;0;6;0;0;18;19;9;0;19;2;0;0;12;0;0;0;0;2;0;0;0;7;4;6;15;13;6;0;0;1;0;0;0;6;0;6;0;4;0;0;0;9;0;0;0;0;15;0;17;0;17;0;0;15;0;10;0;0;0;7;12;0;18;0;17;16;19;0;16;0;0;0;0;7;8;0;19;0;4;11;9;0
3;0;19;10;0;0;0;16;3;0;0;0;0;5;0;11;4;15;0;9;7;7;0;0;0;0;0;0;0;10;0;0;18;15;0;0;10;9;6;0;18;2;0;0;3;0;3;0;12;18;0;0;12;8;0;0;0;2;6;17;0;8;0;19;0;14;5;8;0;0;0;0;18;9;0;0;0;0;0;0;4;6;14;0;0;0;0;6;0;0;8;0;0;0;0;16;12;0;0;0;7
0;16;0;0;0;0;0;0;0;0;0;0;0;0;18;6;0;1;0;4;0;0;0;0;2;0;18;8;13;0;19;0;0;0;18;6;0;16;0;7;0;2;0;0;0;0;0;0;0;15;4;14;4;6;0;0;16;0;0;3;8;0;0;0;0;17;0;17;0;0;10;0;0;8;5;0;8;0;0;14;14;0;7;0;0;0;0;0;0;0;0;0;4;0;0;0;0;14;0;0;0
0;0;0;8;0;0;0;0;0;2;0;0;17;18;0;0;0;0;3;0;0;0;1;16;0;0;14;0;0;0;3;0;16;7;0;0;9;0;3;0;0;0;0;0;4;0;1;0;0;0;0;0;6;4;0;0;2;0;0;7;16;4;0;0;17;10;5;10;0;0;0;0;0;0;16;11;0;0;6;2;10;2;0;0;0;0;5;14;14;1;2;16;0;0;3;0;0;0;11;14;0
6;17;2;3;16;0;0;0;19;0;0;0;0;19;13;0;15;0;0;0;0;0;12;0;2;18;10;0;0;9;0;0;0;0;8;15;13;16;0;0;2;16;15;0;0;0;0;0;0;18;19;0;5;0;1;12;14;4;9;0;0;0;0;7;0;4;0;17;18;0;0;0;0;0;0;8;0;10;0;16;0;18;0;6;0;0;6;0;0;0;0;0;0;0;15;8;0;14;15;0;9
3;0;13;0;3;0;0;19;0;0;11;0;14;0;2;0;0;3;0;6;0;0;0;14;0;3;0;11;5;0;0;0;19;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;17;16;16;17;17;0;0;13;0;0;0;0;0;0;12;0;1;0;0;0;14;0;0;0;11;0;0;4;0;0;0;2;0;0;0;0;0;4;0;2;6;15;0;0;0;1;5;0;3
0;6;6;2;0;0;2;0;0;0;10;0;14;0;0;0;13;0;12;0;0;14;16;0;0;0;6;0;0;8;0;0;0;16;0;0;0;0;11;0;10;0;0;11;12;15;19;0;0;0;0;0;0;12;13;16;0;0;0;11;15;17;0;14;0;0;17;0;15;0;0;0;0;0;1;0;0;18;11;18;0;0;2;0;14;0;19;6;0;0;12;0;0;13;0;0;0;0;0;0;13
