31
0;0;0;0;0;18;5;6;0;17;14;0;12;0;0;15;0;0;0;8;4;0;6;8;0;0;0;7;0;0;0
0;0;15;0;0;0;0;7;18;0;0;0;11;1;5;0;0;15;6;19;0;16;10;17;0;0;17;0;7;14;0
0;15;0;0;12;0;10;7;0;0;0;0;0;10;0;17;0;0;0;15;11;0;12;0;0;0;0;6;0;0;0
0;0;0;0;0;1;0;0;0;2;0;8;0;0;2;10;17;0;5;6;0;8;0;0;0;0;0;0;0;0;9
0;0;12;0;0;0;0;0;0;19;0;14;0;3;0;7;0;0;2;0;0;0;14;0;0;0;0;0;6;0;2
18;0;0;1;0;0;0;0;19;1;0;0;0;0;18;0;0;0;0;0;18;0;0;0;0;0;0;12;7;0;2
5;0;10;0;0;0;0;0;0;0;0;13;0;0;9;0;13;0;0;0;0;0;1;0;0;0;0;0;2;0;14
6;7;7;0;0;0;0;0;0;0;10;0;3;0;11;15;0;0;19;0;13;0;0;0;8;0;16;0;2;0;10
0;18;0;0;0;19;0;0;0;0;0;17;0;0;16;0;0;0;17;15;0;6;0;0;0;0;0;0;2;19;14
17;0;0;2;19;1;0;0;0;0;0;10;0;0;0;5;0;0;8;0;0;0;0;0;9;0;7;8;16;11;11
14;0;0;0;0;0;0;10;0;0;0;0;0;0;9;0;13;0;3;0;14;0;15;16;8;0;3;3;0;0;2
0;0;0;8;14;0;13;0;17;10;0;0;0;0;1;0;6;10;2;0;0;0;3;0;0;0;0;0;0;0;1
12;11;0;0;0;0;0;3;0;0;0;0;0;11;0;13;0;0;0;13;0;15;0;3;15;11;2;8;18;0;4
0;1;10;0;3;0;0;0;0;0;0;0;11;0;8;0;0;12;0;0;8;0;15;0;0;0;0;7;0;8;18
0;5;0;2;0;18;9;11;16;0;9;1;0;8;0;5;0;5;0;0;0;0;0;0;19;4;7;0;0;0;12
15;0;17;10;7;0;0;15;0;5;0;0;13;0;5;0;5;16;0;0;0;18;10;0;0;0;18;11;0;0;19
0;0;0;17;0;0;13;0;0;0;13;6;0;0;0;5;0;0;14;10;0;19;0;6;0;12;0;0;3;8;3
0;15;0;0;0;0;0;0;0;0;0;10;0;12;5;16;0;0;14;10;3;17;12;7;0;0;1;0;18;0;0
0;6;0;5;2;0;0;19;17;8;3;2;0;0;0;0;14;14;0;12;8;15;0;0;7;11;9;0;18;0;0
8;19;15;6;0;0;0;0;15;0;0;0;13;0;0;0;10;10;12;0;0;2;15;4;8;10;16;0;14;0;2
4;0;11;0;0;18;0;13;0;0;14;0;0;8;0;0;0;3;8;0;0;3;0;0;0;2;0;0;9;4;19
0;16;0;8;0;0;0;0;6;0;0;0;15;0;0;18;19;17;15;2;3;0;0;10;11;0;10;0;0;0;0
6;10;12;0;14;0;1;0;0;0;15;3;0;15;0;10;0;12;0;15;0;0;0;0;19;3;0;0;0;0;9
8;17;0;0;0;0;0;0;0;0;16;0;3;0;0;0;6;7;0;4;0;10;0;0;10;0;2;0;0;0;9
0;0;0;0;0;0;0;8;0;9;8;0;15;0;19;0;0;0;7;8;0;11;19;10;0;13;14;0;0;8;0
0;0;0;0;0;0;0;0;0;0;0;0;11;0;4;0;12;0;11;10;2;0;3;0;13;0;14;0;0;1;0
0;17;0;0;0;0;0;16;0;7;3;0;2;0;7;18;0;1;9;16;0;10;0;2;14;14;0;0;0;0;7
7;0;6;0;0;12;0;0;0;8;3;0;8;7;0;11;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
0;7;0;0;6;7;2;2;2;16;0;0;18;0;0;0;3;18;18;14;9;0;0;0;0;0;0;2;0;0;5
0;14;0;0;0;0;0;0;19;11;0;0;0;8;0;0;8;0;0;0;4;0;0;0;8;1;0;0;0;0;16
0;0;0;9;2;2;14;10;14;11;2;1;4;18;12;19;3;0;0;2;19;0;9;9;0;0;7;0;5;16;0
