51
0;7;10;0;0;14;0;6;13;3;4;3;19;0;0;3;9;9;14;12;1;2;0;0;0;7;5;3;16;0;11;12;0;2;0;10;0;0;18;15;0;17;0;11;4;15;12;0;0;11;9
7;0;0;0;0;3;4;12;10;6;14;17;5;8;11;19;12;19;13;0;12;9;0;10;12;5;0;18;3;0;0;3;9;3;1;13;1;0;3;0;12;0;1;0;3;10;19;0;16;1;3
10;0;0;4;6;0;0;0;0;15;15;13;3;0;0;4;12;16;0;17;5;9;4;6;15;0;12;5;15;8;12;0;0;0;9;2;11;1;14;0;12;0;6;0;19;0;3;6;12;5;0
0;0;4;0;15;0;19;18;9;5;14;11;13;5;0;0;0;11;1;17;0;0;6;18;6;9;1;11;16;17;17;0;0;13;3;0;10;6;7;19;0;6;2;15;0;17;16;16;18;0;0
0;0;6;15;0;17;0;18;0;0;0;0;0;4;12;0;11;0;15;9;17;13;6;1;18;18;5;4;0;0;4;4;16;7;17;6;15;0;10;17;0;0;0;2;12;15;19;0;0;7;0
14;3;0;0;17;0;0;0;0;3;17;17;11;13;15;3;4;7;0;6;19;6;17;11;13;0;9;9;10;0;0;7;5;4;0;8;0;7;2;2;0;18;17;0;3;6;7;18;8;12;14
0;4;0;19;0;0;0;0;13;0;0;14;0;19;12;16;17;2;0;4;14;0;4;1;0;0;14;17;0;19;8;0;0;0;3;0;10;14;16;11;0;17;7;4;14;12;13;10;16;15;16
6;12;0;18;18;0;0;0;15;9;19;12;0;18;12;0;18;13;4;16;10;14;11;13;6;0;11;19;1;12;15;2;1;0;6;5;17;17;17;10;18;2;18;2;18;8;2;2;3;0;0
13;10;0;9;0;0;13;15;0;15;6;11;3;10;3;10;0;18;10;14;3;7;14;0;0;19;0;8;14;6;12;4;0;16;0;19;0;19;12;19;8;0;3;1;0;18;1;11;13;15;11
3;6;15;5;0;3;0;9;15;0;0;15;4;0;15;0;19;13;17;16;0;12;18;0;4;16;15;14;0;19;10;6;0;11;0;1;0;0;0;9;2;5;16;0;1;7;19;0;2;8;6
4;14;15;14;0;17;0;19;6;0;0;4;10;17;5;1;9;0;18;10;0;7;3;19;12;2;19;0;0;16;0;14;7;0;9;6;16;0;15;7;9;12;8;0;15;9;8;8;16;19;11
3;17;13;11;0;17;14;12;11;15;4;0;0;2;3;14;15;16;14;0;0;8;15;15;17;12;0;0;0;7;12;0;0;0;2;15;14;9;3;0;2;19;3;17;17;13;0;0;0;16;18
19;5;3;13;0;11;0;0;3;4;10;0;0;3;0;0;13;1;0;11;19;0;12;0;14;19;12;2;0;0;11;0;16;12;0;16;0;19;12;8;0;0;15;0;0;0;4;3;13;10;17
0;8;0;5;4;13;19;18;10;0;17;2;3;0;11;12;8;1;19;0;18;15;3;0;0;13;15;2;0;18;0;0;12;8;10;1;14;9;3;5;4;9;10;0;8;0;16;10;3;10;7
0;11;0;0;12;15;12;12;3;15;5;3;0;11;0;6;19;0;5;18;13;11;2;13;5;18;3;19;4;8;17;12;8;0;0;18;0;15;8;19;5;12;6;0;0;8;7;4;0;11;9
3;19;4;0;0;3;16;0;10;0;1;14;0;12;6;0;0;7;19;0;19;11;9;0;12;0;0;10;9;0;6;14;18;16;3;7;7;13;6;0;4;0;19;0;7;19;15;15;10;0;7
9;12;12;0;11;4;17;18;0;19;9;15;13;8;19;0;0;10;8;18;18;0;0;0;9;13;12;0;11;9;12;0;17;6;18;0;18;5;10;9;0;19;15;3;8;16;17;0;3;0;2
9;19;16;11;0;7;2;13;18;13;0;16;1;1;0;7;10;0;13;4;13;9;15;0;11;9;1;3;9;11;0;16;4;13;4;1;5;0;10;18;0;0;4;0;5;0;19;18;10;4;14
14;13;0;1;15;0;0;4;10;17;18;14;0;19;5;19;8;13;0;13;0;0;6;8;15;17;4;0;0;2;17;0;10;9;0;9;0;0;19;0;8;14;4;17;2;0;0;0;13;17;8
12;0;17;17;9;6;4;16;14;16;10;0;11;0;18;0;18;4;13;0;6;0;11;12;10;9;0;8;12;0;19;17;6;0;15;16;18;0;16;10;14;17;1;9;0;11;2;12;2;1;11
1;12;5;0;17;19;14;10;3;0;0;0;19;18;13;19;18;13;0;6;0;9;2;0;18;9;5;5;1;7;5;9;11;0;2;15;0;13;0;1;5;7;6;2;16;0;0;16;17;4;13
2;9;9;0;13;6;0;14;7;12;7;8;0;15;11;11;0;9;0;0;9;0;2;12;16;15;0;0;5;0;1;2;0;0;12;11;16;13;0;7;2;3;18;0;11;0;2;0;2;9;4
0;0;4;6;6;17;4;11;14;18;3;15;12;3;2;9;0;15;6;11;2;2;0;0;0;6;14;8;18;5;15;8;0;10;18;19;9;0;1;3;10;17;11;0;6;0;15;18;1;0;19
0;10;6;18;1;11;1;13;0;0;19;15;0;0;13;0;0;0;8;12;0;12;0;0;2;3;3;0;0;0;6;14;0;13;0;7;5;0;5;0;9;0;13;0;0;5;14;7;0;1;0
0;12;15;6;18;13;0;6;0;4;12;17;14;0;5;12;9;11;15;10;18;16;0;2;0;13;19;19;0;0;13;0;10;0;4;11;0;19;8;0;0;13;14;11;13;0;19;9;1;3;16
7;5;0;9;18;0;0;0;19;16;2;12;19;13;18;0;13;9;17;9;9;15;6;3;13;0;15;0;9;0;10;11;3;12;0;15;1;1;6;0;0;14;6;18;4;14;15;7;0;0;8
5;0;12;1;5;9;14;11;0;15;19;0;12;15;3;0;12;1;4;0;5;0;14;3;19;15;0;19;1;3;0;9;9;10;18;18;11;0;3;13;1;0;0;0;19;8;0;15;15;19;11
3;18;5;11;4;9;17;19;8;14;0;0;2;2;19;10;0;3;0;8;5;0;8;0;19;0;19;0;7;4;10;13;3;0;0;15;7;8;6;0;1;0;0;12;19;17;17;15;0;13;13
16;3;15;16;0;10;0;1;14;0;0;0;0;0;4;9;11;9;0;12;1;5;18;0;0;9;1;7;0;6;15;13;19;0;12;6;6;11;15;19;0;11;1;11;14;8;18;4;0;7;0
0;0;8;17;0;0;19;12;6;19;16;7;0;18;8;0;9;11;2;0;7;0;5;0;0;0;3;4;6;0;10;0;5;12;0;0;15;0;7;15;3;0;0;4;0;0;5;19;15;6;15
11;0;12;17;4;0;8;15;12;10;0;12;11;0;17;6;12;0;17;19;5;1;15;6;13;10;0;10;15;10;0;4;0;8;15;13;6;0;6;2;0;4;0;12;9;0;13;7;0;17;9
12;3;0;0;4;7;0;2;4;6;14;0;0;0;12;14;0;16;0;17;9;2;8;14;0;11;9;13;13;0;4;0;19;19;0;0;0;18;17;0;0;8;9;0;0;0;0;11;19;0;6
0;9;0;0;16;5;0;1;0;0;7;0;16;12;8;18;17;4;10;6;11;0;0;0;10;3;9;3;19;5;0;19;0;16;1;11;6;16;0;2;11;0;0;0;5;11;18;0;17;0;0
2;3;0;13;7;4;0;0;16;11;0;0;12;8;0;16;6;13;9;0;0;0;10;13;0;12;10;0;0;12;8;19;16;0;8;13;3;4;0;13;5;8;19;8;6;10;7;0;0;18;0
0;1;9;3;17;0;3;6;0;0;9;2;0;10;0;3;18;4;0;15;2;12;18;0;4;0;18;0;12;0;15;0;1;8;0;0;0;1;3;0;13;3;6;0;14;19;0;0;14;8;0
10;13;2;0;6;8;0;5;19;1;6;15;16;1;18;7;0;1;9;16;15;11;19;7;11;15;18;15;6;0;13;0;11;13;0;0;13;0;9;0;14;0;0;18;18;11;0;13;14;0;2
0;1;11;10;15;0;10;17;0;0;16;14;0;14;0;7;18;5;0;18;0;16;9;5;0;1;11;7;6;15;6;0;6;3;0;13;0;0;3;2;0;0;3;0;9;0;0;0;0;0;0
0;0;1;6;0;7;14;17;19;0;0;9;19;9;15;13;5;0;0;0;13;13;0;0;19;1;0;8;11;0;0;18;16;4;1;0;0;0;3;9;10;0;0;0;6;4;13;16;14;0;5
18;3;14;7;10;2;16;17;12;0;15;3;12;3;8;6;10;10;19;16;0;0;1;5;8;6;3;6;15;7;6;17;0;0;3;9;3;3;0;16;18;6;17;1;7;12;15;0;0;0;0
15;0;0;19;17;2;11;10;19;9;7;0;8;5;19;0;9;18;0;10;1;7;3;0;0;0;13;0;19;15;2;0;2;13;0;0;2;9;16;0;0;18;0;18;18;15;2;4;1;10;0
0;12;12;0;0;0;0;18;8;2;9;2;0;4;5;4;0;0;8;14;5;2;10;9;0;0;1;1;0;3;0;0;11;5;13;14;0;10;18;0;0;18;0;17;0;0;6;3;1;11;8
17;0;0;6;0;18;17;2;0;5;12;19;0;9;12;0;19;0;14;17;7;3;17;0;13;14;0;0;11;0;4;8;0;8;3;0;0;0;6;18;18;0;2;12;16;17;14;0;9;0;1
0;1;6;2;0;17;7;18;3;16;8;3;15;10;6;19;15;4;4;1;6;18;11;13;14;6;0;0;1;0;0;9;0;19;6;0;3;0;17;0;0;2;0;6;5;0;0;1;6;3;15
11;0;0;15;2;0;4;2;1;0;0;17;0;0;0;0;3;0;17;9;2;0;0;0;11;18;0;12;11;4;12;0;0;8;0;18;0;0;1;18;17;12;6;0;16;4;11;6;4;4;8
4;3;19;0;12;3;14;18;0;1;15;17;0;8;0;7;8;5;2;0;16;11;6;0;13;4;19;19;14;0;9;0;5;6;14;18;9;6;7;18;0;16;5;16;0;15;0;0;0;0;15
15;10;0;17;15;6;12;8;18;7;9;13;0;0;8;19;16;0;0;11;0;0;0;5;0;14;8;17;8;0;0;0;11;10;19;11;0;4;12;15;0;17;0;4;15;0;9;19;17;14;0
12;19;3;16;19;7;13;2;1;19;8;0;4;16;7;15;17;19;0;2;0;2;15;14;19;15;0;17;18;5;13;0;18;7;0;0;0;13;15;2;6;14;0;11;0;9;0;18;0;7;7
0;0;6;16;0;18;10;2;11;0;8;0;3;10;4;15;0;18;0;12;16;0;18;7;9;7;15;15;4;19;7;11;0;0;0;13;0;16;0;4;3;0;1;6;0;19;18;0;0;5;0
0;16;12;18;0;8;16;3;13;2;16;0;13;3;0;10;3;10;13;2;17;2;1;0;1;0;15;0;0;15;0;19;17;0;14;14;0;14;0;1;1;9;6;4;0;17;0;0;0;0;0
11;1;5;0;7;12;15;0;15;8;19;16;10;10;11;0;0;4;17;1;4;9;0;1;3;0;19;13;7;6;17;0;0;18;8;0;0;0;0;10;11;0;3;4;0;14;7;5;0;0;14
9;3;0;0;0;14;16;0;11;6;11;18;17;7;9;7;2;14;8;11;13;4;19;0;16;8;11;13;0;15;9;6;0;0;0;2;0;5;0;0;8;1;15;8;15;0;7;0;0;14;0
