31
0;8;12;10;0;0;12;0;0;0;16;0;0;3;19;0;8;7;11;18;6;0;11;11;1;5;0;5;0;11;0
8;0;0;0;0;0;0;18;12;0;0;10;0;0;0;0;0;19;0;0;0;17;0;3;0;16;4;18;0;1;0
12;0;0;0;6;0;13;4;1;8;10;16;10;0;0;0;0;0;0;0;11;0;13;18;0;13;0;14;18;3;18
10;0;0;0;0;0;4;0;0;0;0;10;13;13;0;16;0;0;0;5;0;0;0;16;0;16;5;0;0;1;0
0;0;6;0;0;18;0;0;18;0;0;13;0;4;16;18;0;16;0;6;0;0;0;0;0;0;0;17;0;10;0
0;0;0;0;18;0;0;0;0;18;0;12;0;5;13;15;5;0;10;0;9;9;16;0;0;10;0;14;0;17;0
12;0;13;4;0;0;0;11;0;0;0;14;0;0;0;13;7;0;0;0;0;3;13;0;14;0;0;9;8;13;8
0;18;4;0;0;0;11;0;0;2;8;15;11;1;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;5;0
0;12;1;0;18;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;17;0;11;0;0;0;0;0;0;0;0
0;0;8;0;0;18;0;2;0;0;15;0;0;8;0;0;0;0;0;5;12;9;8;2;0;0;0;2;0;0;13
16;0;10;0;0;0;0;8;2;15;0;0;4;0;3;1;0;0;3;2;17;5;0;0;0;0;2;17;9;0;16
0;10;16;10;13;12;14;15;12;0;0;0;0;0;10;0;16;0;0;0;0;17;6;1;10;6;0;0;0;0;0
0;0;10;13;0;0;0;11;0;0;4;0;0;10;3;13;0;6;0;8;0;5;0;0;4;0;0;0;14;0;0
3;0;0;13;4;5;0;1;0;8;0;0;10;0;0;16;0;0;10;0;0;0;0;0;7;0;10;18;14;0;0
19;0;0;0;16;13;0;0;0;0;3;10;3;0;0;9;9;2;3;17;7;8;0;0;18;1;0;0;0;1;0
0;0;0;16;18;15;13;0;0;0;1;0;13;16;9;0;0;0;4;4;7;4;0;17;5;14;0;0;0;0;12
8;0;0;0;0;5;7;0;0;0;0;16;0;0;9;0;0;5;0;0;19;9;0;0;0;0;0;11;0;0;0
7;19;0;0;16;0;0;0;0;0;0;0;6;0;2;0;5;0;19;0;0;0;0;6;0;14;2;0;0;1;0
11;0;0;0;0;10;0;0;0;0;3;0;0;10;3;4;0;19;0;0;4;1;0;15;9;0;0;0;0;0;15
18;0;0;5;6;0;0;0;0;5;2;0;8;0;17;4;0;0;0;0;0;0;13;0;0;12;0;0;7;0;0
6;0;11;0;0;9;0;2;17;12;17;0;0;0;7;7;19;0;4;0;0;0;1;0;0;0;0;0;0;16;3
0;17;0;0;0;9;3;0;0;9;5;17;5;0;8;4;9;0;1;0;0;0;0;3;0;1;0;15;0;0;0
11;0;13;0;0;16;13;5;11;8;0;6;0;0;0;0;0;0;0;13;1;0;0;0;0;0;2;0;17;0;0
11;3;18;16;0;0;0;0;0;2;0;1;0;0;0;17;0;6;15;0;0;3;0;0;1;1;0;0;0;13;0
1;0;0;0;0;0;14;0;0;0;0;10;4;7;18;5;0;0;9;0;0;0;0;1;0;0;12;0;1;0;0
5;16;13;16;0;10;0;0;0;0;0;6;0;0;1;14;0;14;0;12;0;1;0;1;0;0;0;5;16;0;0
0;4;0;5;0;0;0;0;0;0;2;0;0;10;0;0;0;2;0;0;0;0;2;0;12;0;0;13;0;0;0
5;18;14;0;17;14;9;0;0;2;17;0;0;18;0;0;11;0;0;0;0;15;0;0;0;5;13;0;9;0;16
0;0;18;0;0;0;8;0;0;0;9;0;14;14;0;0;0;0;0;7;0;0;17;0;1;16;0;9;0;10;0
11;1;3;1;10;17;13;5;0;0;0;0;0;0;1;0;0;1;0;0;16;0;0;13;0;0;0;0;10;0;0
0;0;18;0;0;0;8;0;0;13;16;0;0;0;0;12;0;0;15;0;3;0;0;0;0;0;0;16;0;0;0
