51
0;8;5;0;10;13;0;17;12;0;4;12;0;8;0;3;0;2;2;13;11;7;4;17;10;13;7;6;16;14;16;15;10;12;19;7;2;12;15;0;17;17;0;2;5;17;3;16;0;0;0
8;0;4;17;13;7;3;16;13;13;15;0;17;19;11;10;0;15;15;7;16;16;0;0;17;13;17;8;0;17;4;6;0;0;17;15;14;10;0;19;1;9;2;0;17;2;4;4;1;12;8
5;4;0;10;18;11;15;2;3;9;9;3;2;0;4;18;15;16;0;12;12;4;3;0;4;0;16;0;8;11;18;3;16;8;0;0;9;7;0;0;16;18;16;17;0;2;0;13;4;7;7
0;17;10;0;4;0;17;0;3;8;8;13;4;11;0;9;19;14;5;0;16;7;14;9;0;18;6;13;16;2;15;2;13;0;17;0;2;5;0;0;6;0;13;12;8;18;6;0;10;10;7
10;13;18;4;0;0;16;8;0;0;2;9;17;4;8;2;9;15;13;9;9;0;4;14;16;10;18;17;18;14;10;4;18;9;8;10;15;12;17;2;8;5;0;13;15;11;17;13;18;5;0
13;7;11;0;0;0;0;15;13;15;14;5;18;13;8;2;12;10;4;17;13;11;0;3;12;11;14;3;0;12;15;2;7;13;0;17;3;5;11;11;6;1;17;14;0;13;19;18;7;14;6
0;3;15;17;16;0;0;1;0;0;7;0;9;1;0;0;0;3;0;6;15;10;18;3;4;9;14;8;5;11;2;7;15;3;18;6;14;3;0;19;15;0;1;17;11;18;7;1;15;10;1
17;16;2;0;8;15;1;0;0;12;0;2;19;10;15;0;3;13;8;1;0;3;11;10;17;10;14;0;19;0;17;3;4;5;6;8;0;8;1;9;19;7;7;15;2;0;19;0;12;0;8
12;13;3;3;0;13;0;0;0;9;0;0;14;0;5;1;1;5;19;14;7;16;14;4;17;7;5;7;8;13;19;14;6;2;13;0;11;14;0;0;7;10;0;19;8;1;0;10;0;0;1
0;13;9;8;0;15;0;12;9;0;11;15;2;8;13;0;0;9;1;0;19;14;0;7;2;1;7;0;0;1;6;8;0;0;18;7;11;7;1;14;5;0;0;0;1;10;14;14;17;0;18
4;15;9;8;2;14;7;0;0;11;0;14;15;0;18;0;6;19;14;0;5;12;0;16;18;7;9;5;14;2;1;13;6;6;2;0;7;0;0;9;7;12;18;0;0;15;11;15;11;1;9
12;0;3;13;9;5;0;2;0;15;14;0;16;16;4;17;13;17;1;7;18;4;8;18;2;7;16;13;18;11;0;19;15;11;17;18;6;17;0;9;0;3;13;16;1;15;3;11;11;0;8
0;17;2;4;17;18;9;19;14;2;15;16;0;0;0;0;13;0;0;0;19;14;0;8;16;10;13;0;4;12;8;15;5;3;0;16;8;5;0;17;17;5;9;5;19;5;18;2;13;4;10
8;19;0;11;4;13;1;10;0;8;0;16;0;0;17;0;11;0;14;18;0;0;0;9;12;5;17;14;8;0;13;16;3;3;9;1;18;16;0;4;14;17;8;0;0;6;8;0;17;10;13
0;11;4;0;8;8;0;15;5;13;18;4;0;17;0;0;1;0;15;18;5;0;4;12;13;13;0;6;6;16;11;8;3;0;8;18;11;0;4;19;0;1;0;17;3;4;0;10;7;0;1
3;10;18;9;2;2;0;0;1;0;0;17;0;0;0;0;13;16;12;11;10;18;0;19;0;13;8;0;16;2;1;17;1;8;15;16;0;3;16;5;5;15;3;17;17;14;15;4;1;14;14
0;0;15;19;9;12;0;3;1;0;6;13;13;11;1;13;0;0;19;0;0;10;1;5;7;13;12;18;9;0;18;2;8;3;3;3;0;6;12;17;10;11;16;0;7;8;0;12;12;2;8
2;15;16;14;15;10;3;13;5;9;19;17;0;0;0;16;0;0;18;2;12;0;0;14;11;6;6;10;13;6;19;0;5;3;3;9;9;10;8;5;13;1;7;12;10;3;9;9;3;6;19
