31
0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;6;0;0;0;3;0;6;0;6;0;0;0;5;0;17;0
1;0;14;0;0;11;0;6;0;0;13;14;11;0;0;17;2;0;0;7;15;0;0;14;0;6;0;0;0;0;6
0;14;0;9;0;17;0;0;0;16;0;0;17;0;18;9;0;0;1;5;8;19;0;0;0;0;1;2;0;0;3
0;0;9;0;5;0;0;0;0;2;0;11;0;7;0;4;0;11;11;0;14;0;0;0;0;0;0;0;0;0;3
0;0;0;5;0;16;4;9;19;0;0;19;0;14;0;0;18;12;12;0;0;11;0;16;0;0;0;2;5;0;11
2;11;17;0;16;0;0;7;0;9;3;6;0;13;0;8;17;0;18;0;0;0;13;1;0;6;12;0;14;10;0
0;0;0;0;4;0;0;0;0;1;0;0;0;0;14;8;0;12;4;0;0;0;6;0;0;7;6;18;12;0;0
0;6;0;0;9;7;0;0;0;0;0;0;14;11;2;0;7;0;18;8;0;15;14;12;11;0;0;8;0;0;4
0;0;0;0;19;0;0;0;0;0;10;10;14;0;0;15;0;3;7;0;0;0;12;0;14;0;0;0;0;0;0
0;0;16;2;0;9;1;0;0;0;18;0;0;3;10;0;9;0;18;0;0;0;0;0;8;19;16;0;10;0;11
0;13;0;0;0;3;0;0;10;18;0;0;0;0;0;0;3;17;0;0;0;1;0;0;16;0;0;0;0;12;0
0;14;0;11;19;6;0;0;10;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;17;14;17;0;0;0
1;11;17;0;0;0;0;14;14;0;0;0;0;0;0;0;16;14;0;0;0;0;0;0;0;14;0;0;0;19;0
0;0;0;7;14;13;0;11;0;3;0;0;0;0;12;0;6;17;0;18;17;18;8;0;16;0;0;0;0;0;5
0;0;18;0;0;0;14;2;0;10;0;7;0;12;0;8;2;1;6;2;0;8;6;3;0;16;6;12;0;3;8
6;17;9;4;0;8;8;0;15;0;0;0;0;0;8;0;0;10;0;0;0;0;17;7;0;0;8;10;4;0;0
0;2;0;0;18;17;0;7;0;9;3;0;16;6;2;0;0;6;2;0;2;2;0;19;0;11;0;14;0;0;0
0;0;0;11;12;0;12;0;3;0;17;0;14;17;1;10;6;0;0;18;0;0;18;0;0;0;16;7;7;0;0
0;0;1;11;12;18;4;18;7;18;0;0;0;0;6;0;2;0;0;0;14;0;0;0;14;0;0;0;0;0;0
3;7;5;0;0;0;0;8;0;0;0;0;0;18;2;0;0;18;0;0;0;5;19;0;0;19;18;0;0;0;0
0;15;8;14;0;0;0;0;0;0;0;0;0;17;0;0;2;0;14;0;0;4;11;0;0;0;15;16;11;12;0
6;0;19;0;11;0;0;15;0;0;1;0;0;18;8;0;2;0;0;5;4;0;0;11;0;2;8;1;0;0;5
0;0;0;0;0;13;6;14;12;0;0;0;0;8;6;17;0;18;0;19;11;0;0;0;7;0;0;0;8;10;11
6;14;0;0;16;1;0;12;0;0;0;0;0;0;3;7;19;0;0;0;0;11;0;0;0;7;18;0;0;0;9
0;0;0;0;0;0;0;11;14;8;16;0;0;16;0;0;0;0;14;0;0;0;7;0;0;0;0;0;0;0;1
0;6;0;0;0;6;7;0;0;19;0;17;14;0;16;0;11;0;0;19;0;2;0;7;0;0;0;0;0;0;0
0;0;1;0;0;12;6;0;0;16;0;14;0;0;6;8;0;16;0;18;15;8;0;18;0;0;0;19;8;5;0
5;0;2;0;2;0;18;8;0;0;0;17;0;0;12;10;14;7;0;0;16;1;0;0;0;0;19;0;0;0;0
0;0;0;0;5;14;12;0;0;10;0;0;0;0;0;4;0;7;0;0;11;0;8;0;0;0;8;0;0;2;7
17;0;0;0;0;10;0;0;0;0;12;0;19;0;3;0;0;0;0;0;12;0;10;0;0;0;5;0;2;0;0
0;6;3;3;11;0;0;4;0;11;0;0;0;5;8;0;0;0;0;0;0;5;11;9;1;0;0;0;7;0;0
