201
0;13;0;16;4;0;0;0;12;2;0;12;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;19;1;14;0;0;0;7;0;0;14;0;1;0;0;0;0;0;0;0;0;0;16;0;0;4;0;17;0;0;6;17;0;0;0;3;16;0;10;0;11;3;0;0;0;17;0;0;0;0;0;8;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;5;18;0;0;0;0;0;0;15;0;0;0;2;0;0;0;0;0;8;5;0;0;0;0;0;9;0;0;0;0;17;13;0;0;0;0;18;0;0;0;0;0;0;0;0;0;1;0;0;2;11;0;10;18;0;0;0;0;0;15;16;0;0;0;11;6;0;0;3;0;4;0;0;0;0;0;5;0;7;17;0;0;0;0;0;19;0;0;0;0;17;14;0;4;0;0;0;1;0;5;0;0;9;6;0
13;0;16;0;11;0;4;0;12;10;15;0;0;0;16;7;0;0;0;8;3;0;10;0;0;0;1;0;15;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;15;0;10;0;1;0;0;9;0;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;0;0;0;0;0;18;11;10;0;3;0;0;0;4;0;0;0;0;7;0;0;0;17;0;0;0;0;3;8;0;0;2;0;0;5;4;0;10;0;0;16;0;9;0;0;0;0;0;0;0;0;0;9;0;0;9;0;0;5;0;0;0;0;9;0;1;0;0;0;0;0;0;16;0;0;0;0;7;2;13;16;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;9;14;6;0;0;0;0;7;16;14;0;0;0;0;0;0;0;2
0;16;0;0;0;11;0;0;0;0;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;7;0;0;9;0;8;0;0;0;0;14;0;7;5;0;0;0;0;14;0;0;0;0;0;0;16;11;13;0;0;16;7;0;0;0;0;0;6;0;2;13;0;2;0;0;17;0;0;0;0;6;0;8;12;0;0;0;0;0;2;0;19;0;12;0;0;0;16;0;0;9;0;0;0;0;0;9;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;10;0;0;0;3;0;0;17;9;0;12;0;0;17;0;5;0;19;0;4;7;0;16;0;0;0;19;0;8;2;0;0;0;1;0;0;0;0;0;7;8;0;4;4;11;0;0;16;11;19;0;0;1;0;0;7;6;0;14;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;11;11;8;0;0;0
16;0;0;0;0;0;7;4;14;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;16;0;0;0;0;10;0;0;3;3;0;0;0;0;15;0;0;1;13;0;0;0;2;0;15;0;0;0;0;0;0;0;1;14;0;0;4;0;0;4;0;14;0;0;0;0;0;0;15;0;0;0;0;19;0;0;3;0;0;3;0;0;0;0;0;0;10;7;8;0;0;0;0;0;0;0;15;17;7;11;0;0;0;0;1;0;0;16;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;15;0;1;12;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;4;0;0;6;4;0;14;18;0;0;0;0;0;17;0;0;3;0;0;0;0;0;17;0;5;0;17;0;0;13;0;17;0;12;0;0;16
4;11;0;0;0;0;12;10;0;10;0;0;2;1;0;15;0;0;14;0;0;3;0;0;0;0;0;19;0;14;0;0;0;14;0;8;0;12;0;10;19;0;0;0;0;0;0;0;0;0;0;9;15;0;15;2;0;9;0;0;0;0;8;7;14;0;0;0;0;0;0;19;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;9;0;0;0;0;0;0;0;7;8;10;0;0;0;0;0;0;0;18;0;0;19;0;0;19;11;0;0;12;4;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;16;0;0;1;17;19;0;0;0;0;18;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;15;0;0;19;18;0;0;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0;2;11;3;3;0;0
0;0;11;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;10;0;0;11;0;0;18;0;16;0;4;0;2;0;4;0;0;0;0;0;19;0;0;3;0;7;0;0;0;15;0;18;0;8;0;0;0;0;0;18;12;0;0;1;0;0;16;0;0;19;11;0;14;9;0;0;0;0;4;0;0;6;5;0;0;0;0;0;0;0;18;5;0;1;0;0;0;8;0;0;0;6;3;0;3;0;0;0;0;0;9;4;0;0;0;0;18;19;0;0;0;13;0;7;3;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;9;8;10;0;0;0;0;0;0;0;1;0;18;0;8;0;0;0;0;0;0;2;0;5;0;0;0;2;4;17;6;12;0;0;0;0;0;0;0;0;19;0;0;0
0;4;0;7;12;0;0;0;1;3;14;0;0;0;0;4;0;6;0;0;6;14;0;0;12;0;13;14;0;0;0;0;0;0;7;0;12;0;0;0;13;0;0;0;18;0;0;0;0;0;0;0;0;0;17;0;0;0;0;18;0;0;0;12;0;11;9;0;0;0;13;0;0;0;0;0;12;0;0;0;1;0;0;11;0;0;0;17;0;0;12;0;0;0;0;0;17;0;0;0;0;17;18;0;0;0;0;4;16;0;0;0;3;9;0;0;0;0;16;0;6;0;8;10;13;0;0;0;1;13;0;0;0;13;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;7;0;0;19;3;0;0;2;0;0;16;0;0;0;0;0;0;2;19;0;0;13;0;0;0;0;0;0;0;0;18;0;0;0;15;15;0;17;0;0;17;11;0;0;16;0;0;0;0;0;0;10
0;0;0;4;10;0;0;0;0;12;0;7;0;7;0;0;0;0;0;8;0;5;0;0;0;0;0;18;0;6;2;0;0;0;0;0;14;0;0;10;14;17;0;5;0;0;0;17;2;0;3;12;0;0;1;0;5;0;0;0;0;17;0;0;11;0;18;6;0;0;3;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;15;0;6;0;0;15;16;0;0;9;0;7;1;0;0;0;0;0;0;0;0;0;0;12;0;13;10;0;0;0;0;11;10;0;0;0;0;6;0;0;0;0;7;0;0;14;13;0;19;4;0;0;0;3;0;0;7;0;0;0;12;0;0;0;0;18;11;0;6;0;0;11;0;0;0;0;0;0;0;0;0;0;0;13;0;6;7;0;0;0;0;16;0;0;0;11;0;0;0;0;4;1;1;9;0;0;10;0;13;8;15;3;0;0;19
12;12;0;14;0;0;1;0;0;0;17;0;0;0;3;19;0;0;0;0;11;0;8;12;19;0;2;7;0;0;0;0;19;0;0;0;16;0;0;17;1;0;0;0;0;0;0;0;3;0;0;13;0;0;1;0;0;0;0;0;0;0;5;0;19;5;4;0;0;0;0;18;12;0;0;16;0;0;17;0;0;1;16;0;0;5;18;0;0;13;0;0;18;0;0;3;0;0;0;0;0;15;0;0;0;0;0;15;7;0;0;0;0;0;0;0;0;0;5;0;0;0;6;0;5;10;0;0;0;0;0;2;0;0;0;0;0;19;0;0;0;0;6;9;5;0;0;17;0;1;0;0;7;0;0;8;0;0;3;11;19;0;9;0;0;1;0;19;0;0;0;1;18;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;18;0;0;0;12;0;19;0;0;0;0;14;5
2;10;0;0;10;0;3;12;0;0;0;18;0;16;0;0;0;0;12;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;6;3;10;0;0;0;0;0;10;1;17;0;6;16;0;17;0;0;0;18;0;0;0;0;0;0;8;0;0;0;16;17;0;0;0;16;19;0;0;1;0;0;13;17;0;0;0;5;0;0;0;4;8;0;0;0;19;0;0;19;0;0;0;0;0;0;12;0;0;12;13;0;0;0;0;0;0;9;15;0;0;0;13;0;0;0;0;16;0;18;0;0;0;19;0;16;0;0;8;0;0;0;0;0;0;0;16;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;12;19;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;13;0;0;0;0;0;0;1;8;0;0;10;0;12;12;0;0;0
