51
0;5;15;17;0;16;0;12;0;2;18;16;17;5;0;17;0;0;0;0;4;0;0;16;0;0;0;7;8;14;0;0;6;10;0;7;18;0;18;0;0;10;12;17;0;5;0;0;9;0;0
5;0;8;0;3;0;12;0;14;16;13;0;1;0;0;0;0;0;0;11;0;8;0;8;0;19;0;15;0;0;11;0;0;0;0;18;0;6;1;0;0;0;0;0;0;0;17;0;0;18;0
15;8;0;0;0;0;0;0;6;0;0;0;0;19;16;13;7;0;0;9;0;0;0;10;1;0;0;0;0;0;0;18;0;0;0;15;3;0;11;0;0;0;0;7;0;5;0;1;0;5;0
17;0;0;0;0;1;7;0;2;18;3;7;0;0;1;12;4;18;16;11;0;1;0;0;14;13;11;15;0;1;4;0;6;0;0;0;0;0;0;0;1;13;6;6;1;12;17;0;2;15;0
0;3;0;0;0;0;0;0;0;0;0;0;9;0;0;13;0;0;0;11;0;0;19;0;0;16;17;0;0;7;0;0;5;0;0;0;7;0;0;0;0;9;0;3;0;0;0;0;16;0;18
16;0;0;1;0;0;4;0;0;17;0;0;17;8;0;0;0;0;13;0;14;0;3;10;13;0;0;0;0;0;0;16;0;0;10;7;0;0;0;0;0;3;7;0;0;7;17;0;19;0;7
0;12;0;7;0;4;0;7;0;17;13;7;7;0;3;0;0;2;15;0;0;0;5;0;16;0;8;0;11;0;5;15;0;0;0;12;11;0;0;1;7;0;16;0;0;7;0;0;14;0;0
12;0;0;0;0;0;7;0;0;18;0;13;0;19;0;1;15;0;0;0;0;7;0;5;0;16;0;19;0;7;0;0;0;14;0;0;0;17;15;0;0;0;8;1;0;0;15;10;0;0;0
0;14;6;2;0;0;0;0;0;0;0;19;19;0;0;0;17;6;10;0;0;0;5;0;8;19;16;18;0;0;0;14;1;0;17;0;0;0;0;14;8;0;0;5;0;16;0;0;4;2;0
2;16;0;18;0;17;17;18;0;0;0;3;0;14;0;6;1;17;0;0;8;0;19;0;0;16;0;0;0;0;9;0;0;0;0;0;0;16;0;19;14;7;3;5;0;3;0;1;1;0;0
18;13;0;3;0;0;13;0;0;0;0;0;3;18;0;13;0;0;0;0;0;0;5;0;0;0;18;0;18;0;0;14;4;0;12;0;8;4;0;0;2;0;0;0;0;0;0;0;0;8;1
16;0;0;7;0;0;7;13;19;3;0;0;0;0;13;0;0;0;0;18;0;0;0;0;8;16;0;3;0;0;0;0;0;6;10;14;7;8;0;17;0;0;10;15;19;12;0;0;0;0;3
17;1;0;0;9;17;7;0;19;0;3;0;0;17;11;8;13;0;0;9;0;7;0;9;0;0;3;0;0;7;0;19;0;2;0;3;0;0;0;17;0;9;0;0;18;0;0;0;9;0;0
5;0;19;0;0;8;0;19;0;14;18;0;17;0;0;12;0;0;0;7;0;0;19;0;0;19;0;0;0;10;0;0;8;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;12;9;0
0;0;16;1;0;0;3;0;0;0;0;13;11;0;0;0;0;17;0;0;16;0;5;0;0;7;0;5;0;13;0;0;0;0;0;0;5;7;1;0;0;0;11;0;17;0;1;0;0;0;5
17;0;13;12;13;0;0;1;0;6;13;0;8;12;0;0;0;7;2;0;0;8;14;0;0;0;13;0;0;0;0;0;0;6;0;0;0;0;0;18;0;0;6;0;0;16;6;12;0;0;0
0;0;7;4;0;0;0;15;17;1;0;0;13;0;0;0;0;0;18;19;0;3;19;0;1;6;1;7;0;2;0;10;0;0;0;0;0;1;0;14;0;11;0;8;9;0;0;0;0;6;0
0;0;0;18;0;0;2;0;6;17;0;0;0;0;17;7;0;0;1;0;0;0;0;0;0;8;0;0;0;0;11;0;0;17;0;0;11;16;0;0;0;17;0;0;0;0;0;0;18;10;4
0;0;0;16;0;13;15;0;10;0;0;0;0;0;0;2;18;1;0;0;4;0;9;0;0;0;0;0;14;0;15;0;16;5;5;0;0;0;18;15;9;0;0;4;19;0;0;0;0;0;0
0;11;9;11;11;0;0;0;0;0;0;18;9;7;0;0;19;0;0;0;0;14;4;0;6;0;0;0;0;5;0;0;0;0;3;11;12;0;0;2;0;0;1;0;0;11;10;0;0;0;6
4;0;0;0;0;14;0;0;0;8;0;0;0;0;16;0;0;0;4;0;0;0;0;19;12;0;0;5;0;0;18;0;0;0;0;19;8;17;6;0;0;0;0;19;19;0;0;5;0;0;2
0;8;0;1;0;0;0;7;0;0;0;0;7;0;0;8;3;0;0;14;0;0;0;17;17;4;0;0;11;0;0;0;0;5;0;6;0;0;0;14;16;16;0;0;0;6;1;0;0;0;0
0;0;0;0;19;3;5;0;5;19;5;0;0;19;5;14;19;0;9;4;0;0;0;17;0;0;0;0;7;14;5;19;15;4;0;0;0;0;9;0;0;17;4;0;0;0;0;0;2;9;0
16;8;10;0;0;10;0;5;0;0;0;0;9;0;0;0;0;0;0;0;19;17;17;0;0;17;19;4;0;0;0;9;7;0;0;0;19;0;2;0;3;0;1;0;4;16;0;0;6;0;0
0;0;1;14;0;13;16;0;8;0;0;8;0;0;0;0;1;0;0;6;12;17;0;0;0;11;0;0;0;0;0;0;0;10;0;0;0;3;4;7;0;0;0;0;0;0;16;7;0;8;0
0;19;0;13;16;0;0;16;19;16;0;16;0;19;7;0;6;8;0;0;0;4;0;17;11;0;0;0;6;6;0;0;19;19;6;0;8;0;7;0;0;0;3;0;16;14;12;0;0;18;0
0;0;0;11;17;0;8;0;16;0;18;0;3;0;0;13;1;0;0;0;0;0;0;19;0;0;0;0;13;4;5;18;0;8;0;0;10;0;0;0;16;0;0;12;0;0;18;0;0;0;4
7;15;0;15;0;0;0;19;18;0;0;3;0;0;5;0;7;0;0;0;5;0;0;4;0;0;0;0;8;3;19;14;0;0;0;0;5;0;0;7;17;14;10;0;0;16;6;18;14;1;0
8;0;0;0;0;0;11;0;0;0;18;0;0;0;0;0;0;0;14;0;0;11;7;0;0;6;13;8;0;0;0;16;11;15;0;0;0;0;0;0;17;0;12;17;1;6;11;0;0;5;0
14;0;0;1;7;0;0;7;0;0;0;0;7;10;13;0;2;0;0;5;0;0;14;0;0;6;4;3;0;0;0;0;12;0;0;6;0;0;7;0;0;16;4;18;0;4;15;7;0;13;6
0;11;0;4;0;0;5;0;0;9;0;0;0;0;0;0;0;11;15;0;18;0;5;0;0;0;5;19;0;0;0;18;0;0;0;14;0;0;12;3;0;0;0;0;0;0;12;9;7;0;7
0;0;18;0;0;16;15;0;14;0;14;0;19;0;0;0;10;0;0;0;0;0;19;9;0;0;18;14;16;0;18;0;18;0;19;15;0;9;0;0;9;13;3;0;6;12;13;0;16;17;14
6;0;0;6;5;0;0;0;1;0;4;0;0;8;0;0;0;0;16;0;0;0;15;7;0;19;0;0;11;12;0;18;0;12;7;0;14;0;0;0;13;17;0;2;17;3;0;0;0;0;0
