26
0;0;6;0;0;0;0;0;4;0;0;0;0;8;7;0;2;16;6;0;0;0;0;5;1;10
0;0;0;0;12;0;12;15;4;10;19;0;0;0;9;0;7;9;0;0;0;0;7;0;0;9
6;0;0;0;0;10;0;0;2;0;0;14;1;0;0;0;0;0;0;16;11;17;16;18;9;13
0;0;0;0;0;5;0;9;0;0;0;0;0;0;0;0;0;0;0;2;10;0;16;0;14;0
0;12;0;0;0;0;13;1;0;18;0;0;17;0;0;0;0;0;3;0;0;0;9;0;0;1
0;0;10;5;0;0;0;0;0;0;14;15;15;0;19;19;0;0;0;0;0;11;18;5;0;2
0;12;0;0;13;0;0;6;0;0;0;8;0;5;0;8;0;15;0;0;12;12;4;0;0;0
0;15;0;9;1;0;6;0;0;0;5;7;0;0;0;13;17;2;6;14;0;0;14;6;0;0
4;4;2;0;0;0;0;0;0;8;1;0;0;19;0;6;1;0;0;16;3;6;0;7;0;1
0;10;0;0;18;0;0;0;8;0;6;17;8;0;0;0;0;8;0;3;0;13;0;0;0;0
0;19;0;0;0;14;0;5;1;6;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;3
0;0;14;0;0;15;8;7;0;17;0;0;4;0;0;0;13;0;0;0;0;0;0;0;11;6
0;0;1;0;17;15;0;0;0;8;0;4;0;0;4;17;0;0;0;0;0;0;0;0;0;0
8;0;0;0;0;0;5;0;19;0;0;0;0;0;0;0;13;2;10;0;1;0;18;0;6;12
7;9;0;0;0;19;0;0;0;0;0;0;4;0;0;14;0;0;0;14;5;0;7;5;6;12
0;0;0;0;0;19;8;13;6;0;0;0;17;0;14;0;0;1;0;0;10;14;5;0;0;19
2;7;0;0;0;0;0;17;1;0;0;13;0;13;0;0;0;4;0;0;8;11;0;6;0;0
16;9;0;0;0;0;15;2;0;8;1;0;0;2;0;1;4;0;17;0;0;3;18;8;18;0
6;0;0;0;3;0;0;6;0;0;0;0;0;10;0;0;0;17;0;0;0;0;9;12;13;0
0;0;16;2;0;0;0;14;16;3;0;0;0;0;14;0;0;0;0;0;0;3;0;0;7;15
0;0;11;10;0;0;12;0;3;0;0;0;0;1;5;10;8;0;0;0;0;0;0;0;5;1
0;0;17;0;0;11;12;0;6;13;0;0;0;0;0;14;11;3;0;3;0;0;6;0;15;5
0;7;16;16;9;18;4;14;0;0;0;0;0;18;7;5;0;18;9;0;0;6;0;19;14;0
5;0;18;0;0;5;0;6;7;0;10;0;0;0;5;0;6;8;12;0;0;0;19;0;0;8
1;0;9;14;0;0;0;0;0;0;0;11;0;6;6;0;0;18;13;7;5;15;14;0;0;0
10;9;13;0;1;2;0;0;1;0;3;6;0;12;12;19;0;0;0;15;1;5;0;8;0;0
