101
0;0;0;0;0;19;7;0;11;0;12;0;0;0;18;1;0;0;6;0;11;19;0;0;0;0;15;0;0;0;16;0;5;0;0;9;17;0;5;6;10;2;0;0;0;15;0;19;5;0;0;17;8;19;0;19;10;4;0;0;0;0;17;0;0;0;14;5;0;0;0;0;0;0;18;0;13;19;3;0;0;0;4;5;3;2;5;0;0;0;17;18;7;0;19;0;0;7;0;12;0
0;0;0;17;6;6;0;7;0;6;0;0;0;11;17;0;0;0;19;0;13;0;2;5;14;15;12;6;18;0;0;0;0;0;0;0;3;9;3;0;0;0;12;8;5;0;19;12;19;3;8;6;0;0;0;12;0;16;0;0;0;0;0;0;3;0;2;0;10;0;3;0;0;12;17;11;0;11;19;0;11;0;0;3;0;0;16;0;0;0;13;0;4;11;19;0;0;16;5;0;0
0;0;0;0;6;4;0;0;1;13;0;0;0;0;0;0;0;0;0;12;0;11;13;18;1;0;5;11;0;6;6;11;0;11;1;0;16;0;11;19;13;0;0;13;0;1;10;10;0;4;0;0;0;0;0;11;0;0;0;1;0;0;11;10;17;0;12;0;8;0;0;0;3;13;17;6;0;8;4;8;15;0;0;5;0;16;0;10;9;0;3;0;0;11;16;0;16;17;0;18;0
0;17;0;0;0;0;14;0;0;15;0;7;4;4;10;0;0;15;0;0;0;7;0;0;0;0;0;0;15;0;0;2;0;19;0;0;0;9;0;2;0;10;0;2;0;8;0;13;8;17;10;4;10;0;0;1;16;1;0;1;4;10;13;1;18;0;0;19;0;7;0;13;0;9;0;0;0;0;0;7;0;0;3;0;0;8;0;0;16;0;0;0;0;1;0;2;0;0;12;12;0
0;6;6;0;0;0;12;0;3;3;0;0;5;1;0;0;0;0;5;3;7;0;19;0;1;18;19;3;0;0;0;0;0;4;0;17;0;9;0;0;0;0;18;0;0;7;8;0;2;9;4;19;7;16;13;0;17;3;8;0;0;0;5;11;13;11;1;0;0;8;0;0;0;0;4;6;0;11;4;6;14;0;0;5;12;0;0;0;0;7;3;19;3;0;11;0;0;6;0;0;0
19;6;4;0;0;0;0;13;7;0;0;2;15;0;8;15;1;0;8;0;18;0;0;19;0;17;16;5;0;19;0;0;11;0;0;0;17;2;0;10;1;0;0;1;4;0;3;14;15;0;17;16;0;0;0;0;10;15;0;5;0;12;16;0;0;12;2;13;0;0;18;0;0;2;0;16;19;0;0;0;19;0;5;11;11;0;17;7;8;16;0;16;2;18;0;0;0;0;0;13;0
7;0;0;14;12;0;0;0;14;0;11;0;11;17;6;13;0;0;13;0;19;0;0;19;0;3;5;16;1;6;0;13;7;17;6;0;0;3;0;3;13;9;11;10;0;0;0;18;7;8;0;12;19;1;7;0;10;0;7;0;8;12;10;0;15;0;0;6;0;19;0;0;0;10;0;17;0;17;0;10;6;0;0;0;6;3;0;0;4;0;2;0;5;0;10;0;0;0;3;0;2
0;7;0;0;0;13;0;0;0;15;19;7;4;0;0;0;0;12;0;0;0;17;0;0;0;11;0;3;16;1;0;5;5;0;15;9;0;11;0;5;14;0;15;11;19;16;0;0;9;0;0;7;14;11;7;9;0;8;15;10;0;0;0;10;11;0;16;15;0;0;18;9;0;18;14;7;8;0;0;18;6;0;5;0;0;10;18;2;17;8;17;0;0;14;18;0;0;0;10;19;0
11;0;1;0;3;7;14;0;0;0;0;6;0;0;0;0;12;6;0;15;5;18;0;8;6;6;5;1;8;0;0;0;0;13;0;0;0;4;0;9;9;0;0;17;14;0;0;10;3;0;0;0;9;0;0;17;0;0;13;0;0;0;18;0;0;18;0;18;0;0;2;6;0;0;0;2;0;0;7;7;19;15;12;0;0;12;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0
0;6;13;15;3;0;0;15;0;0;17;12;0;0;0;10;0;0;0;0;0;0;7;0;13;0;0;0;19;10;0;0;14;7;0;0;0;0;0;0;0;0;6;0;0;4;7;0;13;3;0;10;3;15;17;11;0;0;0;0;10;0;5;0;0;0;0;18;19;0;0;2;0;0;7;0;0;0;4;0;0;0;0;12;3;11;11;0;0;0;12;0;0;0;1;2;0;0;17;0;0
12;0;0;0;0;0;11;19;0;17;0;4;0;0;17;10;0;0;0;0;0;0;2;18;0;0;10;0;6;0;0;16;17;10;15;10;19;0;2;0;5;13;0;10;5;0;12;13;0;13;0;5;17;0;18;0;3;0;0;0;0;12;0;17;0;0;0;2;0;13;16;0;0;12;0;0;0;10;0;0;0;0;19;0;1;0;13;0;16;1;19;17;0;6;0;8;0;0;7;4;0
0;0;0;7;0;2;0;7;6;12;4;0;0;8;0;17;0;11;0;6;4;15;0;0;3;14;0;11;0;0;0;6;6;8;1;0;0;10;2;0;4;5;19;0;13;5;1;0;0;13;10;0;2;0;0;19;10;7;4;0;11;0;12;16;0;4;7;9;0;0;0;0;0;14;0;0;9;0;17;4;0;17;0;7;0;2;0;0;4;6;0;12;0;5;4;8;5;0;0;0;0
0;0;0;4;5;15;11;4;0;0;0;0;0;6;1;10;0;11;0;0;0;0;0;0;0;0;8;16;0;0;2;13;0;7;0;0;0;0;0;0;0;0;15;10;19;0;0;10;18;6;0;0;13;0;8;13;0;4;0;10;0;3;18;0;6;6;14;0;0;0;10;0;10;9;0;18;0;0;0;0;13;8;0;0;0;0;0;19;0;13;0;10;3;0;0;11;0;4;0;0;0
0;11;0;4;1;0;17;0;0;0;0;8;6;0;8;14;7;12;13;2;16;10;7;16;19;0;10;4;17;16;0;15;0;0;6;7;0;4;8;0;0;5;15;13;0;11;0;0;0;0;0;0;12;17;11;11;17;14;15;6;10;15;0;0;0;0;10;14;0;1;11;0;0;0;1;0;6;1;0;1;2;0;0;0;4;0;0;0;0;19;0;12;1;1;14;0;12;0;4;10;8
18;17;0;10;0;8;6;0;0;0;17;0;1;8;0;11;3;7;2;0;0;0;18;0;2;19;10;15;3;8;5;0;0;0;0;0;0;2;0;0;19;0;0;0;0;0;16;12;14;0;0;10;15;5;19;10;0;0;0;0;0;0;5;16;0;2;0;13;0;0;0;2;0;0;4;9;18;6;6;0;0;0;0;0;2;5;0;0;0;0;8;12;3;0;8;0;0;0;0;10;4
