31
0;0;0;1;13;0;16;0;0;0;19;6;10;4;15;0;6;0;0;0;13;19;0;4;0;0;0;7;6;0;18
0;0;17;2;0;19;0;0;14;0;3;0;0;12;5;9;0;0;14;0;0;0;0;0;0;16;0;0;15;16;0
0;17;0;10;0;18;0;5;3;10;0;19;0;0;8;0;0;0;11;0;0;0;0;0;0;0;0;0;8;1;0
1;2;10;0;0;12;0;0;18;11;0;0;3;0;0;3;13;10;7;0;0;0;0;0;10;0;0;15;0;15;4
13;0;0;0;0;0;0;0;0;0;0;0;3;0;0;17;2;0;0;19;0;0;1;0;8;0;0;19;15;0;11
0;19;18;12;0;0;3;5;0;0;5;1;9;0;0;0;10;0;0;0;12;0;8;0;0;9;5;18;0;0;3
16;0;0;0;0;3;0;0;16;17;0;12;0;0;0;0;0;11;0;0;0;8;0;0;6;19;3;0;0;0;0
0;0;5;0;0;5;0;0;0;0;0;5;0;0;0;0;11;14;0;0;0;18;0;0;12;17;18;0;0;17;0
0;14;3;18;0;0;16;0;0;18;0;14;0;0;0;0;0;0;3;17;9;19;0;0;15;0;0;0;18;5;0
0;0;10;11;0;0;17;0;18;0;7;16;0;4;0;0;0;12;0;13;0;0;9;0;0;1;9;1;0;0;2
19;3;0;0;0;5;0;0;0;7;0;10;17;0;7;4;13;14;0;18;0;0;13;0;13;0;5;14;0;0;12
6;0;19;0;0;1;12;5;14;16;10;0;2;0;0;0;6;0;0;9;10;0;17;0;0;5;0;0;15;0;0
10;0;0;3;3;9;0;0;0;0;17;2;0;14;0;5;0;13;0;0;2;0;0;0;16;0;0;12;0;0;0
4;12;0;0;0;0;0;0;0;4;0;0;14;0;0;0;0;0;0;0;0;0;19;0;0;7;0;4;0;0;0
15;5;8;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;9;0;9;12;0;0;0;0;0;0;0;17;0
0;9;0;3;17;0;0;0;0;0;4;0;5;0;0;0;0;0;15;0;18;0;4;0;7;0;18;4;18;0;0
6;0;0;13;2;10;0;11;0;0;13;6;0;0;1;0;0;5;0;18;16;0;0;8;0;12;0;17;17;0;0
0;0;0;10;0;0;11;14;0;12;14;0;13;0;0;0;5;0;0;0;3;7;0;0;14;3;0;0;0;8;0
0;14;11;7;0;0;0;0;3;0;0;0;0;0;9;15;0;0;0;0;0;0;17;6;0;15;0;0;2;12;0
0;0;0;0;19;0;0;0;17;13;18;9;0;0;0;0;18;0;0;0;13;0;13;2;11;9;0;0;0;1;0
13;0;0;0;0;12;0;0;9;0;0;10;2;0;9;18;16;3;0;13;0;9;0;0;13;11;0;17;0;1;7
19;0;0;0;0;0;8;18;19;0;0;0;0;0;12;0;0;7;0;0;9;0;4;0;0;0;16;0;0;15;0
0;0;0;0;1;8;0;0;0;9;13;17;0;19;0;4;0;0;17;13;0;4;0;7;13;14;0;0;0;18;11
4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;6;2;0;0;7;0;0;0;19;6;19;3;17
0;0;0;10;8;0;6;12;15;0;13;0;16;0;0;7;0;14;0;11;13;0;13;0;0;0;5;6;2;0;0
0;16;0;0;0;9;19;17;0;1;0;5;0;7;0;0;12;3;15;9;11;0;14;0;0;0;0;13;0;3;0
0;0;0;0;0;5;3;18;0;9;5;0;0;0;0;18;0;0;0;0;0;16;0;19;5;0;0;13;0;0;0
7;0;0;15;19;18;0;0;0;1;14;0;12;4;0;4;17;0;0;0;17;0;0;6;6;13;13;0;0;0;0
6;15;8;0;15;0;0;0;18;0;0;15;0;0;0;18;17;0;2;0;0;0;0;19;2;0;0;0;0;2;16
0;16;1;15;0;0;0;17;5;0;0;0;0;0;17;0;0;8;12;1;1;15;18;3;0;3;0;0;2;0;0
18;0;0;4;11;3;0;0;0;2;12;0;0;0;0;0;0;0;0;0;7;0;11;17;0;0;0;0;16;0;0
